chr	pos	N_20-N4	N_20-N2	N_20-N1	S_20-S1	S_20-S3	S_20-S4	S_20-S2
KN811294.1	1656036	0.00	0.00	0.00	0.00	0.00	0.09	0.00
KN811294.1	1656039	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	1656107	0.00	0.20	0.00	0.00	0.00	0.00	0.00
KN811294.1	1656109	0.00	0.17	0.00	0.00	0.00	0.04	0.00
KN811294.1	1656115	0.07	0.00	0.00	0.00	0.00	0.07	0.00
KN811294.1	1656117	0.08	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	1656121	0.10	0.00	0.00	0.00	0.00	0.06	0.00
KN811294.1	1656123	0.00	0.01	0.00	0.00	0.09	0.00	0.00
KN811294.1	1656133	0.00	0.00	0.00	0.00	0.07	0.07	0.00
KN811294.1	1660306	0.00	0.00	0.00	0.00	0.00	0.00	0.01
KN811294.1	1660339	0.00	0.00	0.00	0.00	0.00	0.00	0.01
KN811294.1	1660349	0.00	0.00	0.00	0.00	0.00	0.00	0.01
KN811294.1	1660351	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	1660354	0.12	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	1660383	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	1660406	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	1660410	0.00	0.00	0.00	0.01	0.00	0.00	0.00
KN811294.1	1660422	0.00	0.01	0.00	0.00	0.00	0.00	0.00
KN811294.1	1660429	0.00	0.00	0.01	0.10	0.00	0.00	0.00
KN811294.1	1660437	0.00	0.11	0.00	0.00	0.00	0.00	0.00
KN811294.1	1660439	0.00	0.00	0.00	0.00	0.00	0.01	0.00
KN811294.1	1660443	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	1660460	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	1660466	0.01	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	1660469	0.19	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	1660647	0.00	0.00	0.00	0.00	0.00	0.16	0.00
KN811294.1	1740396	0.00	0.00	0.98	0.00	0.20	0.06	0.00
KN811294.1	1740402	0.41	0.00	0.00	0.04	0.81	0.38	0.00
KN811294.1	1740437	0.38	0.31	0.00	0.71	0.25	0.70	0.00
KN811294.1	1740474	0.13	0.16	0.00	0.14	0.19	0.17	0.00
KN811294.1	1928728	0.97	0.90	0.74	0.86	0.98	0.66	0.11
KN811294.1	1928743	0.79	0.22	1.00	0.89	0.67	0.44	0.93
KN811294.1	1928759	0.56	0.90	0.99	0.82	0.66	0.53	0.00
KN811294.1	1934264	0.00	0.10	0.00	0.00	0.00	0.00	0.00
KN811294.1	1961704	0.35	0.00	0.00	0.44	0.00	0.10	0.00
KN811294.1	1961711	0.35	0.01	0.00	0.00	0.00	0.00	0.00
KN811294.1	1961716	0.33	0.00	0.00	0.00	0.00	0.00	0.01
KN811294.1	1961736	0.00	0.00	0.00	0.00	0.00	0.00	0.01
KN811294.1	1961781	0.37	0.00	0.01	0.68	0.37	0.72	0.00
KN811294.1	2165546	0.58	1.00	0.00	0.13	0.00	0.00	0.00
KN811294.1	2167054	0.00	1.00	0.50	0.00	0.00	0.00	0.00
KN811294.1	2192735	0.12	0.03	0.33	0.63	0.19	0.16	0.17
KN811294.1	2192750	0.12	0.00	0.11	0.05	0.11	0.16	0.00
KN811294.1	2192765	0.08	0.02	0.24	0.03	0.11	0.11	0.11
KN811294.1	2192826	0.05	0.00	0.00	0.19	0.11	0.34	0.00
KN811294.1	2223099	0.00	0.08	0.00	0.20	0.00	0.09	0.00
KN811294.1	2223157	0.05	0.01	0.06	0.00	0.03	0.00	0.00
KN811294.1	2267165	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2267169	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2267197	0.00	0.00	0.01	0.00	0.00	0.00	0.00
KN811294.1	2267199	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2267215	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2267220	0.00	0.01	0.01	0.00	0.00	0.01	0.00
KN811294.1	2267467	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2267473	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2267480	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2267486	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2267490	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2267493	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2267496	0.00	0.00	0.00	0.00	0.00	0.17	0.00
KN811294.1	2267672	0.00	0.00	0.00	0.24	0.00	0.00	0.00
KN811294.1	2267682	0.00	0.00	0.00	0.00	0.01	0.01	0.00
KN811294.1	2272603	0.03	0.16	0.00	0.27	0.27	0.23	0.31
KN811294.1	2376800	0.05	0.19	0.10	0.05	0.06	0.05	0.01
KN811294.1	2440100	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2440109	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2440211	0.00	0.00	0.00	0.10	0.00	0.00	0.00
KN811294.1	2440213	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2440217	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2440231	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2440257	0.00	0.00	0.00	0.00	0.00	0.27	0.01
KN811294.1	2440265	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2440277	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2440284	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2440289	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2440294	0.00	0.00	0.00	0.00	0.01	0.00	0.00
KN811294.1	2440299	0.00	0.01	0.00	0.00	0.01	0.00	0.00
KN811294.1	2440302	0.13	0.00	0.00	0.13	0.00	0.00	0.00
KN811294.1	2451261	0.55	0.24	0.62	0.60	0.62	0.69	0.58
KN811294.1	2451626	0.53	0.24	0.65	0.85	0.60	0.74	0.47
KN811294.1	2522105	0.00	0.00	0.00	0.43	0.00	0.00	0.00
KN811294.1	2522119	0.19	0.01	0.00	0.00	0.00	0.00	0.00
KN811294.1	2522131	0.19	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2522146	0.00	0.01	0.00	0.00	0.00	0.00	0.00
KN811294.1	2522149	0.19	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2522237	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2522252	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2522267	0.00	0.11	0.11	0.01	0.00	0.01	0.00
KN811294.1	2522284	0.00	0.00	0.00	0.01	0.01	0.00	0.01
KN811294.1	2522299	0.00	0.04	0.00	0.00	0.00	0.00	0.00
KN811294.1	2522305	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2522311	0.00	0.00	0.00	0.01	0.00	0.00	0.00
KN811294.1	2522742	0.00	0.00	0.00	0.17	0.00	0.14	0.01
KN811294.1	2579388	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2579421	0.06	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2579436	0.00	0.00	0.01	0.00	0.00	0.02	0.00
KN811294.1	2579452	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2579459	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2579468	0.00	0.00	1.00	0.00	0.00	0.06	0.00
KN811294.1	2580206	0.00	0.00	0.01	0.17	0.00	0.00	0.00
KN811294.1	2580227	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2580296	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2587610	0.72	0.54	1.00	1.00	0.66	0.90	0.00
KN811294.1	2587616	0.76	0.53	1.00	1.00	0.84	0.89	0.00
KN811294.1	2587644	0.75	0.53	1.00	1.00	0.71	0.81	0.00
KN811294.1	2587645	0.84	1.00	1.00	1.00	0.71	0.66	0.98
KN811294.1	2587652	0.75	0.00	1.00	0.56	0.70	0.44	0.98
KN811294.1	2628082	0.64	0.81	0.00	0.78	0.69	0.90	0.00
KN811294.1	2628115	0.81	0.97	0.99	1.00	0.62	0.81	0.02
KN811294.1	2628121	0.99	0.99	1.00	0.87	0.96	0.99	1.00
KN811294.1	2628127	0.63	0.60	0.98	0.75	0.72	1.00	1.00
KN811294.1	2628176	0.99	1.00	0.99	0.99	0.85	0.83	1.00
KN811294.1	2718946	0.55	0.61	0.24	0.56	0.65	0.58	1.00
KN811294.1	2731555	0.64	0.94	1.00	0.77	1.00	0.93	1.00
KN811294.1	2731562	0.46	0.92	1.00	0.75	0.99	0.90	1.00
KN811294.1	2731575	0.67	0.36	1.00	0.44	0.95	0.79	1.00
KN811294.1	2731594	0.63	0.31	1.00	0.97	0.97	0.86	0.95
KN811294.1	2739100	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2739778	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2739806	0.00	0.00	0.00	0.11	0.00	0.00	0.00
KN811294.1	2739839	0.08	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2739843	0.00	0.00	0.02	0.00	0.00	0.00	0.01
KN811294.1	2739852	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2739876	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2740514	0.00	0.00	0.99	0.01	0.00	0.01	0.00
KN811294.1	2740540	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2740543	0.00	0.00	0.00	0.00	0.01	0.00	0.00
KN811294.1	2740550	0.01	0.00	0.00	0.04	0.01	0.00	0.00
KN811294.1	2740556	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2740562	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2740565	0.00	0.00	0.98	0.00	0.00	0.00	0.00
KN811294.1	2740571	0.01	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2740664	0.00	0.00	0.00	0.05	0.00	0.00	0.00
KN811294.1	2740669	0.00	0.07	0.00	0.00	0.00	0.00	0.00
KN811294.1	2740672	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2740681	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2740775	0.01	0.00	0.00	0.13	0.00	0.00	0.06
KN811294.1	2769847	0.00	0.00	0.00	0.00	0.00	0.11	0.00
KN811294.1	2769850	0.09	0.00	0.00	0.13	0.00	0.14	0.00
KN811294.1	2769851	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2769907	0.00	0.00	0.00	0.00	0.00	0.11	0.00
KN811294.1	2769908	0.00	0.00	0.00	0.11	0.00	0.00	0.00
KN811294.1	2769925	0.00	0.00	0.00	0.00	0.00	0.14	0.00
KN811294.1	2769926	0.00	0.00	0.01	0.00	0.00	0.01	1.00
KN811294.1	2769954	0.00	0.00	0.00	0.00	0.34	0.00	0.00
KN811294.1	2852450	0.01	0.37	0.01	0.01	0.37	0.63	0.00
KN811294.1	2852466	0.00	0.12	0.00	0.00	0.00	0.26	0.01
KN811294.1	2852486	0.00	0.00	0.00	0.11	0.00	0.00	0.00
KN811294.1	2852497	0.04	0.00	0.00	0.00	0.00	0.00	0.00
KN811294.1	2931672	1.00	1.00	1.00	0.90	1.00	0.91	1.00
KN811294.1	2931677	0.86	0.94	0.87	0.92	0.96	0.65	1.00
KN811294.1	2931703	0.41	0.94	1.00	0.95	1.00	0.96	0.66
KN811295.1	172078	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	172091	0.21	0.00	0.00	0.00	0.00	0.01	0.00
KN811295.1	172114	0.00	0.31	0.00	0.00	0.00	0.00	0.00
KN811295.1	222706	0.00	0.00	1.00	0.57	0.04	0.00	0.00
KN811295.1	222946	0.08	0.00	0.00	0.13	0.00	0.00	0.00
KN811295.1	222947	0.00	0.00	0.00	0.00	0.08	0.07	0.00
KN811295.1	222949	0.00	0.00	0.00	0.00	0.00	0.17	0.00
KN811295.1	222953	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	222957	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	222960	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	222975	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	238478	0.00	0.06	0.00	0.00	0.00	0.00	0.00
KN811295.1	682432	0.00	0.00	0.00	0.00	0.00	0.10	0.00
KN811295.1	682461	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	682462	0.42	0.00	0.00	0.09	0.00	0.09	0.00
KN811295.1	682468	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	682469	0.42	0.00	0.00	0.00	0.01	0.09	0.00
KN811295.1	682560	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	721178	0.06	0.21	1.00	0.23	0.25	0.19	0.00
KN811295.1	722358	0.00	0.07	0.02	0.00	0.00	0.00	0.01
KN811295.1	722377	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	722379	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	723233	0.02	0.26	0.31	0.49	0.03	0.01	0.17
KN811295.1	738517	0.01	0.00	0.00	0.01	0.35	0.00	0.00
KN811295.1	972716	0.02	0.00	0.00	0.00	0.10	0.00	0.00
KN811295.1	972748	0.00	0.10	0.00	0.00	0.00	0.00	0.00
KN811295.1	972749	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	972823	0.00	0.00	0.00	0.00	0.00	0.02	0.00
KN811295.1	972900	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	972927	0.01	0.17	0.00	0.00	0.00	0.14	0.00
KN811295.1	973019	0.11	0.00	0.00	0.17	0.09	0.00	0.00
KN811295.1	973048	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	973050	0.00	0.01	0.00	0.00	0.10	0.00	0.00
KN811295.1	973058	0.00	0.00	0.00	0.00	0.00	0.01	0.00
KN811295.1	1116061	0.00	0.00	0.01	0.00	0.00	0.00	0.01
KN811295.1	1116069	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	1116076	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	1116092	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	1116094	0.00	0.00	0.00	0.00	0.00	0.07	0.00
KN811295.1	1116137	0.00	0.00	0.00	0.01	0.00	0.00	0.00
KN811295.1	1116165	0.06	0.00	0.00	0.00	0.01	0.22	0.00
KN811295.1	1133123	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	1133128	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	1133149	0.01	0.00	0.00	0.41	0.01	0.00	0.00
KN811295.1	1133150	0.00	0.05	0.00	0.00	0.10	0.00	0.00
KN811295.1	1133288	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	1133307	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	1133327	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	1133332	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	1133333	0.00	0.00	0.01	0.00	0.00	0.00	0.00
KN811295.1	1133334	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	1133335	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	1133340	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	1133341	0.00	0.00	0.00	0.00	0.01	0.00	0.00
KN811295.1	1133343	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	1133344	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	1133355	0.00	0.00	0.01	0.00	0.00	0.00	0.00
KN811295.1	1133356	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	1133367	0.29	0.00	0.50	0.00	0.00	0.00	0.00
KN811295.1	1133368	0.00	0.00	0.00	0.00	0.01	0.00	0.00
KN811295.1	1133440	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	1133441	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	1133456	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	1133457	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	1133461	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	1133462	0.00	0.00	0.00	0.08	0.00	0.00	0.00
KN811295.1	1133485	0.01	0.00	0.00	0.12	0.13	0.00	0.54
KN811295.1	1143646	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	1155336	0.10	0.00	0.00	0.05	0.07	0.00	0.03
KN811295.1	1155457	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	1170592	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	1170601	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	1170610	0.00	0.00	0.00	0.22	0.00	0.00	0.00
KN811295.1	1170724	0.00	0.00	0.00	0.00	0.01	0.00	0.00
KN811295.1	1170737	0.00	0.00	0.00	0.00	0.00	0.32	0.00
KN811295.1	1170740	0.00	0.00	0.00	0.11	0.01	0.00	0.00
KN811295.1	1170742	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	1170745	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	1170750	0.00	0.00	0.46	0.00	0.00	0.00	0.00
KN811295.1	1170759	0.00	0.94	0.00	0.00	0.00	0.00	0.00
KN811295.1	1170761	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	1170769	0.00	0.20	0.00	0.17	0.69	0.00	0.00
KN811295.1	1172681	0.00	0.00	0.00	0.00	0.00	0.27	0.00
KN811295.1	1172682	0.00	0.60	0.00	0.30	0.00	0.00	0.00
KN811295.1	1172811	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	1203265	0.04	0.00	0.00	0.13	0.12	0.17	0.01
KN811295.1	1232588	0.54	0.36	0.46	0.88	0.67	0.46	0.91
KN811295.1	1232665	0.46	0.68	0.47	0.54	0.59	0.52	0.46
KN811295.1	1531454	0.67	1.00	1.00	1.00	1.00	0.89	1.00
KN811295.1	1572708	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	1572911	0.07	0.13	0.00	0.29	0.01	0.13	0.00
KN811295.1	1608293	1.00	1.00	0.99	0.97	1.00	1.00	1.00
KN811295.1	1608298	0.04	0.00	0.00	0.01	0.01	0.30	0.01
KN811295.1	1608306	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	1608314	0.07	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	1608316	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	1608319	0.00	0.00	0.00	0.00	0.00	0.24	0.00
KN811295.1	1608337	0.00	0.00	0.00	0.23	0.00	0.02	0.00
KN811295.1	1608340	0.01	0.02	0.01	0.01	0.00	0.03	0.45
KN811295.1	1882320	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	1893200	0.00	0.16	0.00	0.00	0.04	0.00	0.00
KN811295.1	1893265	0.01	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	1908030	0.00	0.01	0.00	0.00	0.00	0.00	0.00
KN811295.1	1908041	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	1908043	0.00	0.00	0.00	0.00	0.14	0.00	0.00
KN811295.1	1908055	0.00	0.00	0.00	0.00	0.14	0.00	0.00
KN811295.1	1958064	0.24	0.73	0.00	0.41	0.07	0.34	0.38
KN811295.1	2085455	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	2085458	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	2085559	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	2085576	0.00	0.00	0.00	1.00	0.00	0.00	0.00
KN811295.1	2085587	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	2085591	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	2085601	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	2085607	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	2086132	0.00	0.00	0.00	0.00	0.09	0.00	0.00
KN811295.1	2086654	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	2086657	0.00	0.14	0.00	0.00	0.00	0.00	0.00
KN811295.1	2086744	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	2086747	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	2086749	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	2086760	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	2086762	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	2086768	0.00	0.08	0.00	0.00	0.00	0.17	0.00
KN811295.1	2118767	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	2118815	0.00	0.00	0.00	0.00	0.01	0.00	0.00
KN811295.1	2118833	0.00	0.00	0.00	0.18	0.00	0.09	0.00
KN811295.1	2119009	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	2119019	0.00	0.00	0.00	0.00	0.00	0.01	0.00
KN811295.1	2119055	0.02	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	2123403	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	2123414	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	2123484	0.01	0.00	0.00	0.01	0.00	0.00	0.00
KN811295.1	2123486	0.01	0.00	0.00	0.00	0.01	0.00	0.00
KN811295.1	2123497	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	2123507	0.00	0.01	0.00	0.00	0.00	0.00	0.00
KN811295.1	2123629	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	2123639	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	2123668	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	2208897	0.00	0.00	0.00	0.00	0.16	0.00	0.01
KN811295.1	2208913	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	2208914	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	2208923	0.00	0.00	0.00	0.00	0.00	0.00	0.01
KN811295.1	2208924	0.00	0.00	0.00	0.00	0.01	0.00	0.00
KN811295.1	2208976	0.00	0.00	0.00	0.00	0.01	0.00	0.00
KN811295.1	2211557	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	2211613	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	2211637	0.22	0.00	0.00	0.00	0.10	0.00	0.00
KN811295.1	2212164	0.00	0.08	0.00	0.00	0.00	0.00	0.00
KN811295.1	2212175	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	2212316	0.00	0.14	0.00	0.08	0.00	0.21	0.00
KN811295.1	2212334	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	2212342	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	2212371	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	2212376	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	2212383	0.00	0.00	0.00	0.00	0.12	0.00	0.00
KN811295.1	2212392	0.20	0.00	0.00	0.00	0.32	0.00	0.00
KN811295.1	2264358	0.89	0.76	1.00	0.99	1.00	0.93	0.82
KN811295.1	2264405	0.44	0.91	0.48	0.74	0.52	0.79	0.38
KN811295.1	2277078	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	2277083	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	2277118	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	2277134	0.15	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	2277137	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	2277140	0.13	0.00	0.00	0.00	0.00	0.00	0.00
KN811295.1	2285703	0.00	0.29	0.00	0.00	0.00	0.09	0.00
KN811295.1	2285755	0.00	0.01	0.00	0.00	0.06	0.00	0.00
KN811295.1	2285756	0.15	0.08	0.00	0.09	0.31	0.21	0.00
KN811295.1	2285773	0.05	0.00	0.51	0.06	0.00	0.06	0.00
KN811295.1	2294645	0.88	0.98	0.00	0.70	0.49	0.65	1.00
KN811295.1	2294657	0.53	0.00	0.00	0.52	0.29	0.59	1.00
KN811295.1	2509217	0.33	0.00	0.08	0.01	0.74	0.95	0.00
KN811295.1	2567728	0.51	0.92	0.78	0.62	0.91	0.81	0.09
KN811295.1	2667838	0.81	1.00	0.00	0.98	0.20	0.95	0.00
KN811295.1	2668051	0.84	0.70	0.96	0.94	0.94	0.88	0.03
KN811295.1	2668356	0.86	0.70	0.15	0.98	0.70	0.95	0.76
KN811295.1	2704508	0.80	0.44	0.97	0.46	0.68	0.44	0.00
KN811295.1	2704519	0.65	0.94	0.94	0.37	0.58	0.82	1.00
KN811295.1	2704594	0.78	0.99	1.00	0.94	0.77	0.42	0.00
KN811295.1	2704596	0.78	0.79	1.00	0.74	0.74	0.47	0.00
KN811295.1	2704598	0.73	1.00	0.07	0.85	0.77	0.65	0.00
KN811295.1	2704600	1.00	1.00	0.07	0.95	0.86	0.67	1.00
KN811295.1	2704605	1.00	1.00	1.00	0.40	0.69	0.24	0.00
KN811295.1	2756739	0.19	0.01	0.00	0.01	0.53	0.00	0.00
KN811295.1	2762685	0.00	0.00	0.01	0.26	0.33	0.77	0.00
KN811295.1	2762688	0.89	0.69	1.00	0.86	0.89	0.96	0.00
KN811295.1	2762702	0.57	0.48	0.00	0.43	0.57	0.77	0.91
KN811295.1	2762753	0.02	0.45	0.00	0.03	0.02	0.02	0.06
KN811295.1	2778558	0.00	0.86	0.97	0.79	0.87	0.76	0.00
KN811295.1	2799680	0.73	0.92	1.00	0.82	0.71	0.97	1.00
KN811295.1	2799709	0.89	0.69	1.00	0.94	0.79	1.00	0.97
KN811295.1	2799719	0.87	0.76	0.00	0.91	0.68	0.99	0.97
KN811296.1	177984	0.58	0.89	0.36	0.63	0.83	0.86	0.00
KN811296.1	244829	0.47	0.06	0.02	0.28	0.29	0.43	0.00
KN811296.1	339703	0.80	0.44	1.00	0.94	0.99	0.96	1.00
KN811296.1	339708	0.84	0.45	1.00	1.00	0.85	0.44	0.00
KN811296.1	392776	1.00	1.00	1.00	1.00	0.68	1.00	1.00
KN811296.1	400345	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811296.1	400426	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811296.1	400434	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811296.1	400435	0.00	0.21	0.00	0.00	0.00	0.01	0.00
KN811296.1	400443	0.01	0.00	0.00	0.00	0.00	0.00	0.00
KN811296.1	400444	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811296.1	400521	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811296.1	400522	0.00	0.00	0.00	0.00	0.13	0.00	0.00
KN811296.1	400543	0.00	0.00	0.00	0.00	0.00	0.00	0.00
