chr	pos	N_20-N4	N_5-N1	N_5-N2	N_20-N2	N_5-N3	N_20-N1	N_OC-N5	N_OC-N1	N_OC-N2	N_OC-N4	S_20-S1	S_20-S3	S_20-S4	S_5-S3	S_5-S4	S_5-S2	S_20-S2	S_5-S1	S_OC-S1	S_OC-S2	S_OC-S3	S_OC-S5
KN807571.1	6801	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN807571.1	6802	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN807571.1	6871	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN807571.1	6872	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00
KN807571.1	6912	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.17	0.00
KN807584.1	19105	0.56	0.62	0.65	0.67	0.62	0.74	0.71	0.68	0.52	0.64	0.78	0.59	0.48	0.69	0.71	0.38	0.57	0.59	0.62	0.66	0.65	0.43
KN807588.1	1447	0.08	0.22	0.16	0.00	0.00	0.00	0.08	0.03	0.04	0.04	0.00	0.20	0.05	0.00	0.00	0.00	0.00	0.00	0.27	0.03	0.11	0.00
KN807588.1	8628	0.52	0.54	0.47	0.32	0.39	1.00	0.59	0.84	0.58	0.71	0.76	0.81	0.72	0.68	0.78	0.66	1.00	0.91	0.80	0.65	0.60	0.96
KN807588.1	8667	0.89	0.98	0.97	0.42	0.85	1.00	1.00	0.74	0.60	0.95	0.95	0.73	1.00	0.88	0.97	0.67	1.00	0.99	0.94	0.74	0.85	0.96
KN807595.1	3875	0.97	0.98	0.85	0.12	0.87	0.57	0.30	0.56	0.53	0.84	0.70	0.88	0.86	0.87	0.91	0.29	0.00	0.98	0.98	0.50	0.93	0.97
KN807595.1	8324	0.53	0.54	0.68	0.88	0.89	0.89	0.71	0.75	0.73	0.68	0.70	0.81	0.65	0.79	0.69	0.65	0.00	0.13	0.74	0.00	0.70	0.05
KN807600.1	9409	0.68	0.86	0.81	0.80	0.85	1.00	0.59	0.76	0.81	0.77	0.90	0.91	0.67	0.80	0.77	0.86	0.48	0.83	0.77	0.53	0.83	0.82
KN807600.1	9412	0.63	0.73	0.81	0.83	0.74	1.00	0.64	0.72	0.60	0.70	0.89	0.77	0.84	0.82	0.74	0.67	0.05	0.54	0.86	0.41	0.64	1.00
KN807600.1	12524	0.84	0.80	0.79	0.90	0.93	1.00	0.85	0.89	0.84	0.82	0.84	0.83	0.93	0.88	0.92	0.78	0.96	0.89	0.89	0.90	0.85	0.25
KN807600.1	15420	0.81	0.67	0.80	0.42	0.82	0.71	0.65	0.62	0.76	0.83	0.81	0.79	0.81	0.63	0.80	0.63	0.63	0.92	0.67	0.71	0.67	0.00
KN807600.1	15437	0.68	0.82	0.89	0.53	0.76	0.77	0.91	0.78	0.74	0.95	0.83	0.95	0.85	0.93	0.83	0.81	0.81	1.00	0.71	0.85	0.95	0.53
KN807600.1	15459	0.88	0.81	0.90	0.51	0.93	0.93	0.77	0.75	0.84	0.97	0.92	0.91	0.85	0.96	0.93	0.92	1.00	1.00	0.78	0.85	0.97	0.00
KN807601.1	15633	0.17	0.11	0.46	0.18	0.09	0.00	0.00	0.06	0.17	0.73	0.39	0.51	0.22	0.00	0.14	0.00	0.99	0.00	0.64	0.16	0.23	0.00
KN807601.1	15659	0.43	0.62	0.90	0.46	0.60	1.00	0.55	0.65	0.19	0.73	0.87	0.84	0.91	1.00	0.77	0.98	0.96	1.00	0.51	0.39	0.45	0.45
KN807601.1	15668	0.34	0.53	0.44	0.38	0.48	1.00	0.41	0.48	0.18	0.73	0.42	0.83	0.30	1.00	0.65	0.25	0.96	0.36	0.74	0.56	0.53	0.45
KN807614.1	1290	0.93	0.96	0.81	0.59	0.93	0.89	0.68	0.45	0.83	0.35	0.55	0.90	0.91	0.80	0.77	0.66	0.00	0.72	0.74	0.18	0.83	0.97
KN807619.1	9084	0.12	0.12	0.08	0.16	0.11	0.12	0.38	0.12	0.08	0.19	0.09	0.34	0.21	0.13	0.21	0.13	0.74	0.06	0.07	0.06	0.11	0.84
KN807637.1	16474	0.15	0.07	0.00	0.16	0.05	0.35	0.22	0.52	0.09	0.00	0.06	0.05	0.06	0.12	0.03	0.10	0.00	0.04	0.02	0.08	0.02	0.00
KN807637.1	16530	0.21	0.38	0.23	0.00	0.36	0.03	0.00	0.05	0.14	0.47	0.47	0.09	0.03	0.01	0.07	0.30	0.00	0.03	0.03	0.10	0.23	0.98
KN807639.1	2407	0.81	0.87	0.81	0.80	0.67	1.00	0.91	0.82	0.69	0.91	0.83	0.71	0.80	0.96	0.76	0.83	0.65	0.78	0.96	1.00	0.80	0.59
KN807639.1	2418	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN807639.1	2424	0.81	0.94	0.73	0.73	0.85	1.00	0.67	0.89	0.67	0.82	0.89	0.67	0.86	0.99	0.66	0.94	0.65	1.00	0.96	0.55	0.90	1.00
KN807640.1	17151	0.20	0.52	0.69	0.10	0.06	0.82	0.40	0.26	0.35	0.29	0.05	0.11	0.62	0.11	0.04	0.10	0.00	0.08	0.19	0.17	0.43	0.33
KN807648.1	9001	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN807648.1	9004	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00
KN807648.1	9019	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN807648.1	9035	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN807648.1	9053	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN807648.1	9064	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN807648.1	9067	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN807648.1	9071	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.01
KN807648.1	9081	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN807648.1	9093	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.20	0.56	0.94	0.00	0.00	0.00	0.00	0.01	0.03	0.00	0.00	0.00	0.19	0.00	0.00
KN807650.1	90	0.06	0.45	0.31	0.20	0.19	0.00	0.20	0.08	0.35	0.57	0.24	0.27	0.32	0.10	0.19	0.43	0.40	0.64	0.34	0.06	0.52	0.04
KN807650.1	138	0.88	0.80	1.00	1.00	0.99	0.94	1.00	0.82	1.00	1.00	1.00	1.00	1.00	0.89	0.98	1.00	1.00	1.00	1.00	1.00	0.94	0.07
KN807650.1	3114	0.17	0.43	0.28	0.36	0.15	0.10	0.08	0.17	0.32	0.65	0.28	0.12	0.20	0.28	0.28	0.07	0.50	0.42	0.36	0.33	0.27	0.00
KN807654.1	17242	0.94	0.83	1.00	0.99	0.79	0.97	0.86	0.81	0.83	0.93	0.64	0.98	0.82	0.93	0.89	0.97	1.00	0.91	0.85	0.63	0.93	0.01
KN807655.1	4416	0.71	0.82	0.66	0.69	0.95	0.91	0.78	0.72	0.88	0.64	0.84	0.55	0.95	0.82	0.75	0.88	0.02	0.75	0.85	0.90	0.70	0.91
KN807655.1	4424	0.78	0.85	0.74	0.81	0.95	0.98	0.75	0.93	0.88	0.70	0.88	0.54	0.97	0.90	0.87	0.87	0.01	0.88	0.86	0.89	0.81	0.73
KN807663.1	9626	1.00	0.78	0.99	0.75	0.81	1.00	0.53	0.51	1.00	0.40	0.99	0.98	0.64	1.00	0.94	1.00	1.00	0.69	0.87	0.63	0.90	1.00
KN807663.1	9636	0.91	0.98	0.88	1.00	0.99	0.90	0.53	0.38	0.87	0.81	1.00	0.99	0.90	1.00	0.84	1.00	1.00	0.75	0.68	0.80	0.98	1.00
KN807667.1	5097	0.78	1.00	0.50	0.71	0.26	0.00	0.98	0.81	0.98	1.00	0.83	0.94	0.67	1.00	0.94	1.00	0.00	0.99	0.72	0.92	0.66	1.00
KN807703.1	14467	0.34	0.52	0.42	0.13	0.51	0.03	0.21	0.37	0.38	0.52	0.58	0.59	0.44	0.33	0.54	0.32	0.02	0.14	0.51	0.39	0.69	0.09
KN807711.1	192	0.00	0.00	0.00	0.00	0.15	0.00	0.03	0.00	0.00	0.16	0.01	0.00	0.00	0.18	0.00	0.00	0.00	0.01	0.00	0.22	0.07	0.00
KN807711.1	268	0.12	0.01	0.00	0.11	0.21	0.00	0.43	0.00	0.17	0.01	0.02	0.02	0.03	0.01	0.01	0.04	0.00	0.00	0.01	0.01	0.08	0.00
KN807711.1	2638	0.85	0.93	0.87	0.88	0.95	0.95	0.69	0.95	0.83	0.94	0.93	0.80	0.95	0.88	0.92	0.92	0.79	0.96	0.90	0.78	0.91	0.82
KN807711.1	2672	0.76	0.81	0.83	0.74	0.89	0.88	0.80	0.92	0.81	0.82	0.88	0.80	0.85	0.84	0.89	0.75	0.44	0.88	0.84	0.72	0.74	0.90
KN807711.1	2684	0.90	0.86	0.97	0.97	0.92	0.91	0.89	0.95	0.90	0.88	0.93	0.91	0.88	0.92	0.96	0.89	0.89	0.98	0.90	0.82	0.89	0.90
KN807711.1	15691	0.49	0.51	0.56	0.99	0.86	0.75	0.98	0.95	0.81	0.95	0.75	0.60	0.83	0.70	0.97	0.52	0.84	0.69	0.74	0.89	0.75	1.00
KN807711.1	15717	0.27	0.52	0.59	0.65	0.95	1.00	1.00	0.51	0.87	0.97	0.74	0.29	0.88	0.32	0.39	0.81	0.91	1.00	0.54	1.00	0.74	0.99
KN807711.1	15720	0.81	0.62	0.75	0.64	0.22	0.99	0.49	0.50	0.89	0.97	0.56	0.59	0.88	0.73	0.80	0.75	0.91	0.80	0.69	0.10	0.88	1.00
KN807711.1	15728	0.92	0.90	0.76	1.00	0.98	1.00	1.00	0.97	0.73	0.99	0.86	0.93	0.89	0.98	0.98	0.75	0.94	1.00	0.79	0.97	0.99	0.99
KN807715.1	16081	0.97	0.95	0.81	0.49	0.91	0.59	0.37	0.72	0.53	0.80	0.77	0.74	0.91	0.83	0.88	0.80	0.06	0.54	0.86	0.27	0.81	0.96
KN807717.1	4025	0.56	1.00	0.92	0.70	0.53	0.95	0.99	0.85	0.76	1.00	0.83	0.92	0.76	0.88	0.86	1.00	0.08	1.00	0.67	1.00	0.60	1.00
KN807718.1	5150	0.83	0.72	0.67	0.83	0.97	0.95	0.70	0.66	0.78	0.88	0.75	0.88	0.61	0.88	0.76	0.67	0.00	0.93	0.89	0.00	0.95	0.03
KN807736.1	1797	0.82	0.59	0.87	0.77	0.77	0.01	0.71	0.45	0.44	0.84	0.74	0.27	0.62	0.11	0.34	0.03	0.09	0.11	0.45	1.00	0.68	0.01
KN807743.1	9486	0.47	0.77	0.64	0.00	0.46	0.00	0.07	0.28	0.03	0.73	0.69	0.64	0.20	0.45	0.76	0.27	0.96	0.15	0.89	0.71	0.58	0.00
KN807752.1	11831	0.73	0.76	0.90	0.98	0.99	0.98	0.60	0.77	0.65	0.80	0.83	0.90	0.91	0.84	0.99	0.77	0.70	0.99	0.94	0.63	0.84	0.75
KN807759.1	513	0.15	0.15	0.02	0.08	0.25	0.00	0.00	0.01	0.01	0.09	0.01	0.12	0.37	0.00	0.16	0.51	0.00	0.16	0.04	0.00	0.07	0.01
KN807760.1	86	0.53	0.33	0.62	0.53	0.22	0.68	0.80	0.57	0.40	0.48	0.59	0.24	0.34	0.57	0.40	0.83	1.00	0.30	0.45	0.42	0.51	0.16
KN807767.1	6749	0.54	0.70	0.67	0.62	0.50	0.71	0.55	0.71	0.38	0.72	0.73	0.62	0.75	0.70	0.72	0.63	0.48	0.88	0.55	0.76	0.65	0.88
KN807771.1	2294	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00
KN807771.1	2297	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN807771.1	2301	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN807771.1	2324	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN807771.1	2327	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN807771.1	2329	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN807771.1	2364	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00
KN807782.1	7767	0.74	0.69	0.71	0.92	0.94	0.85	0.26	0.77	0.81	1.00	0.86	0.91	0.85	0.83	0.97	0.57	0.90	0.97	0.66	0.95	0.60	0.98
KN807790.1	3221	0.60	0.65	0.83	0.98	0.71	0.77	0.94	0.95	0.71	0.96	0.88	0.93	0.83	0.99	0.75	0.75	1.00	0.87	0.89	0.59	0.91	0.25
KN807791.1	1602	0.00	0.00	0.23	0.11	0.00	0.00	0.49	0.08	0.00	0.00	0.00	0.02	0.01	0.01	0.04	0.02	0.00	0.02	0.05	0.03	0.00	0.00
KN807791.1	1927	0.00	0.00	0.15	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.34	0.00	0.00	0.00
KN807795.1	21181	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.04	0.00	0.45	0.02	0.02	0.00	0.06	0.19	0.05	0.00
KN807823.1	129	0.17	0.00	0.01	0.37	0.03	0.01	0.00	0.00	0.03	0.02	0.01	0.02	0.13	0.01	0.01	0.00	0.02	0.01	0.02	0.01	0.01	0.00
KN807823.1	173	0.00	0.00	0.00	0.01	0.12	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.01
KN807834.1	8756	0.27	0.71	0.93	0.90	0.59	0.11	0.11	0.68	0.13	0.36	0.91	0.79	0.43	0.77	0.92	0.93	0.95	0.03	0.88	0.84	0.47	0.27
KN807845.1	18646	0.17	0.77	0.26	0.00	0.20	0.94	0.00	0.50	0.13	0.17	0.21	0.22	0.33	0.02	0.14	0.01	0.00	0.31	0.04	0.79	0.21	0.00
KN807850.1	11009	0.43	0.17	0.05	0.06	0.07	0.00	0.20	0.13	0.05	0.27	0.09	0.00	0.35	0.03	0.09	0.11	0.87	0.00	0.18	0.08	0.11	0.00
KN807860.1	14697	0.07	0.18	0.00	0.01	0.27	0.00	0.00	0.02	0.01	0.00	0.00	0.00	0.01	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.07
KN807860.1	14746	0.17	0.01	0.00	0.12	0.00	0.00	0.00	0.19	0.26	0.19	0.21	0.09	0.22	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00
KN807866.1	689	0.28	0.21	0.17	0.20	0.19	0.05	0.37	0.06	0.47	0.21	0.37	0.42	0.37	0.08	0.20	0.23	0.01	0.10	0.35	0.02	0.17	0.07
KN807866.1	8499	0.95	1.00	0.98	0.56	0.96	0.99	0.96	0.90	0.98	0.88	0.85	0.89	0.82	0.98	0.99	0.91	0.20	0.96	0.86	0.97	0.71	0.94
KN807866.1	8503	0.56	0.65	0.98	0.50	0.96	0.79	0.87	0.98	0.97	0.96	0.79	0.69	0.86	0.99	0.97	1.00	1.00	1.00	0.84	1.00	0.82	0.24
KN807866.1	8509	0.93	0.97	0.93	0.48	0.92	0.99	0.87	0.93	0.94	0.90	0.96	0.89	0.80	0.96	0.99	0.91	1.00	0.96	0.98	0.97	0.97	1.00
KN807866.1	8514	0.46	0.76	0.68	0.52	0.91	1.00	0.81	0.52	0.66	0.92	0.77	0.63	0.78	0.97	0.81	0.68	1.00	0.98	0.95	0.97	0.78	0.88
KN807866.1	8532	0.72	0.75	0.68	0.88	1.00	1.00	0.79	0.81	0.93	0.83	0.98	0.95	0.83	0.93	0.95	0.76	0.90	0.87	0.94	0.79	0.94	0.31
KN807871.1	930	0.18	0.25	0.15	0.30	0.25	0.47	0.13	0.56	0.27	0.26	0.15	0.37	0.30	0.44	0.17	0.53	0.32	0.35	0.15	0.35	0.23	0.88
KN807871.1	1106	0.39	0.18	0.33	0.18	0.56	0.00	0.02	0.51	0.42	0.20	0.23	0.44	0.46	0.22	0.66	0.69	0.00	0.93	0.47	0.36	0.24	0.56
KN807871.1	1228	0.95	0.90	0.88	0.96	0.95	0.99	0.85	0.89	0.85	0.84	0.96	0.89	0.94	0.91	0.87	0.88	0.72	0.57	0.78	0.89	0.96	1.00
KN807871.1	1242	0.94	0.90	0.85	0.46	0.97	1.00	0.88	0.90	0.81	0.79	0.97	0.95	0.85	0.93	0.84	0.89	0.72	0.55	0.80	0.91	0.97	1.00
KN807873.1	46319	0.57	0.04	0.36	0.08	0.51	0.03	0.70	0.20	0.25	0.43	0.05	0.59	0.04	0.26	0.58	0.44	0.00	0.89	0.53	0.14	0.06	0.04
KN807873.1	46565	0.30	0.19	0.30	0.21	0.41	0.01	0.07	0.42	0.43	0.10	0.37	0.45	0.47	0.25	0.21	0.31	0.00	0.95	0.09	0.65	0.19	0.39
KN807874.1	8183	0.73	0.94	0.99	0.96	0.89	0.61	0.27	0.92	0.68	0.52	0.98	0.78	0.74	0.91	0.97	0.65	0.88	0.69	0.95	1.00	0.95	0.04
KN807874.1	8196	0.86	0.68	0.83	0.96	0.92	0.99	0.34	0.88	0.66	0.54	0.78	0.93	0.59	0.98	0.88	0.65	0.19	0.62	0.76	0.98	0.72	0.04
KN807885.1	10601	0.05	0.42	0.24	0.04	0.59	0.00	0.00	0.00	0.15	0.53	0.48	0.00	0.00	0.34	0.51	0.00	0.00	0.00	0.00	0.08	0.24	0.01
KN807903.1	8798	0.68	0.32	0.33	0.46	0.47	0.02	0.39	0.78	0.25	0.57	0.79	0.86	0.24	0.56	0.55	0.70	0.94	0.10	0.38	0.31	0.35	0.00
KN807903.1	9424	0.68	0.90	0.86	0.16	0.47	0.99	0.00	0.74	0.85	0.62	0.64	0.88	0.58	0.47	0.45	0.80	0.98	0.04	0.48	0.80	0.40	1.00
KN807903.1	9431	0.79	0.97	0.71	0.10	0.61	1.00	1.00	0.34	0.99	0.50	0.85	0.99	0.70	0.87	0.79	0.99	0.99	1.00	0.56	0.80	0.71	1.00
KN807903.1	9437	0.77	1.00	0.59	0.14	0.78	0.99	0.15	0.32	0.94	0.65	0.81	0.87	0.95	0.91	0.99	0.98	1.00	1.00	0.55	0.71	0.24	0.00
KN807903.1	13579	0.12	0.05	0.16	0.15	0.07	0.00	0.07	0.19	0.15	0.09	0.09	0.18	0.10	0.10	0.32	0.10	0.08	0.16	0.07	0.05	0.13	0.29
KN807919.1	17317	0.54	0.64	0.34	0.27	0.36	0.15	0.36	0.37	0.64	0.65	0.51	0.47	0.68	0.61	0.57	0.37	0.05	0.89	0.44	0.50	0.63	0.02
KN807925.1	2648	0.86	0.80	0.97	0.94	0.88	1.00	0.57	0.77	0.88	0.79	0.78	0.96	0.91	0.79	0.93	0.98	1.00	0.99	0.89	0.40	0.89	0.99
KN807925.1	2674	0.65	0.61	0.79	0.87	0.68	0.85	0.31	0.41	0.68	0.49	0.47	0.56	0.51	0.63	0.66	0.31	0.18	0.76	0.62	0.47	0.61	0.99
KN807947.1	4821	0.95	0.73	0.56	0.95	0.64	0.71	0.12	0.93	0.53	0.23	0.82	0.56	0.74	0.71	0.13	0.61	0.33	1.00	0.93	0.70	0.59	0.25
KN807947.1	4828	0.37	0.30	0.73	0.57	0.49	0.00	0.59	0.41	0.44	0.41	0.85	0.00	0.25	0.54	0.85	0.22	0.17	0.48	0.49	0.17	0.40	0.33
KN807949.1	3475	0.89	0.62	0.68	0.43	0.51	0.03	0.00	0.65	0.24	0.41	0.59	0.66	0.36	0.75	0.50	0.49	0.00	0.21	0.60	0.84	0.79	0.08
KN807952.1	807	0.14	0.07	0.00	0.02	0.07	0.01	0.09	0.03	0.00	0.11	0.01	0.04	0.38	0.04	0.00	0.08	0.04	0.04	0.23	0.00	0.03	0.01
KN807966.1	4165	0.90	0.98	0.83	0.51	0.90	0.80	0.78	0.92	0.94	0.93	0.80	0.75	0.93	0.69	0.96	0.94	0.90	0.88	0.94	0.73	0.85	1.00
KN807966.1	4212	0.75	0.86	0.98	0.95	0.75	0.81	0.86	0.81	0.96	0.95	0.78	0.97	1.00	0.88	0.99	0.67	0.96	0.99	0.89	0.85	0.89	0.97
KN807979.1	9878	0.86	0.67	0.87	0.98	0.71	0.73	0.94	0.98	0.55	0.90	0.87	0.97	0.79	0.99	0.74	0.96	1.00	0.88	0.95	0.34	0.86	0.08
KN807982.1	50064	0.74	1.00	0.50	0.78	0.54	0.17	0.99	0.82	0.98	1.00	0.85	0.88	0.67	1.00	0.95	1.00	0.08	0.99	0.73	0.92	0.75	1.00
KN807992.1	5405	0.47	0.58	0.44	0.32	0.64	0.09	0.62	0.48	0.45	0.66	0.60	0.61	0.54	0.69	0.54	0.52	0.21	0.32	0.34	0.55	0.19	0.94
KN807992.1	5429	0.67	0.93	0.55	0.80	0.83	0.23	0.81	0.83	0.75	0.69	0.88	0.68	0.68	0.70	0.73	0.75	0.90	0.97	0.76	0.86	0.82	0.97
KN807996.1	15519	0.37	0.20	0.44	0.21	0.28	0.26	0.62	0.30	0.39	0.44	0.48	0.15	0.36	0.48	0.26	0.35	0.31	0.56	0.34	0.14	0.47	0.11
KN807998.1	365	0.60	0.72	0.51	0.71	0.70	0.51	0.38	0.33	0.41	0.74	0.63	0.55	0.67	0.72	0.69	0.62	0.10	0.36	0.51	0.68	0.58	0.99
KN807999.1	12707	0.69	0.98	0.88	0.72	0.82	0.81	0.92	0.99	0.68	0.95	0.55	0.75	0.90	0.92	0.77	0.98	0.97	0.95	0.94	0.87	0.87	0.92
KN807999.1	12739	0.97	0.71	0.48	0.63	0.69	0.91	0.74	0.66	0.90	0.87	0.95	0.77	0.84	0.77	0.98	0.85	0.97	0.93	0.90	0.86	0.75	1.00
KN807999.1	12741	0.89	0.75	0.42	0.85	0.69	0.90	0.42	0.33	0.53	0.94	0.99	0.74	0.76	0.94	0.66	0.82	0.96	0.89	0.96	0.83	0.82	0.39
KN807999.1	12746	0.89	0.97	0.97	0.86	0.86	0.94	0.86	0.95	0.77	0.70	0.92	0.94	0.82	0.72	0.92	0.73	0.95	0.91	0.89	0.78	0.91	0.93
KN807999.1	12752	0.91	0.95	0.84	0.76	0.99	0.94	0.89	0.97	0.84	0.97	0.98	0.90	0.91	0.92	0.99	0.84	0.94	0.91	1.00	0.89	0.94	0.93
KN808025.1	96	0.02	0.00	0.02	0.08	0.00	0.20	0.19	0.18	0.06	0.00	0.11	0.02	0.09	0.01	0.01	0.00	0.10	0.04	0.04	0.00	0.02	0.25
KN808031.1	6159	0.00	0.02	0.01	0.03	0.02	0.06	0.01	0.01	0.01	0.00	0.01	0.02	0.01	0.01	0.02	0.02	0.00	0.00	0.28	0.00	0.00	0.00
KN808039.1	13508	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.10	0.00
KN808039.1	13576	0.00	0.32	0.09	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.26	0.00
KN808042.1	4349	0.40	0.16	0.17	0.40	0.22	0.67	0.65	0.48	0.35	0.60	0.44	0.30	0.61	0.52	0.22	0.88	1.00	0.36	0.48	0.69	0.49	0.18
KN808063.1	11757	0.04	0.03	0.05	0.00	0.17	0.05	0.06	0.07	0.07	0.42	0.07	0.61	0.20	0.08	0.16	0.04	0.01	0.32	0.30	0.04	0.43	0.02
KN808070.1	8550	0.41	0.21	0.04	0.34	0.03	0.00	0.02	0.56	0.03	0.03	0.27	0.23	0.01	0.00	0.14	0.48	0.00	0.12	0.02	0.05	0.24	0.00
KN808083.1	10609	0.00	0.00	0.00	0.00	0.36	0.00	0.00	0.00	0.01	0.26	0.32	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.29	0.01	0.01
KN808096.1	16545	0.37	0.21	0.06	0.35	0.06	0.01	0.04	0.56	0.05	0.04	0.25	0.25	0.01	0.02	0.13	0.46	0.00	0.14	0.20	0.24	0.26	0.06
KN808112.1	1260	0.61	0.75	0.96	0.95	0.97	0.98	0.83	0.78	0.72	0.28	0.79	0.98	0.60	0.49	0.95	0.87	1.00	0.70	0.75	1.00	0.97	0.03
KN808112.1	1291	0.93	0.41	0.64	0.96	0.90	1.00	0.30	0.61	0.49	0.46	0.76	0.98	0.93	0.98	0.78	0.72	0.19	0.71	0.97	1.00	0.52	0.03
KN808112.1	1304	0.67	0.91	0.98	0.96	0.85	0.76	0.25	0.71	0.52	0.39	0.95	0.83	0.96	0.88	0.96	0.72	0.88	0.79	0.97	1.00	0.81	0.03
KN808122.1	5886	0.36	0.69	0.11	0.03	0.57	0.61	0.08	0.30	0.39	0.67	0.68	0.76	0.38	0.30	0.63	0.31	0.80	0.79	0.80	0.74	0.64	0.50
KN808138.1	785	0.91	0.83	0.43	0.56	0.99	0.96	0.62	0.71	0.89	0.96	0.89	0.68	0.84	0.66	0.26	0.89	0.00	0.93	0.84	0.61	0.78	0.58
KN808138.1	12957	0.62	0.82	0.75	0.81	0.77	0.85	0.54	0.76	0.80	0.76	0.80	0.82	0.67	0.73	0.60	0.82	0.47	0.76	0.68	0.51	0.73	1.00
KN808142.1	5194	0.69	0.68	0.26	0.08	0.59	0.01	0.75	0.03	0.66	0.64	0.24	0.35	0.30	0.46	0.47	0.38	0.71	0.64	0.07	0.18	0.57	0.00
