chr	pos	20_20-N4	20_20-N2	20_20-N1	OC_OC-N5	OC_OC-N1	OC_OC-N2	OC_OC-N4
KN811287.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811287.1:1:3396179:1 REF	1545284	0.90	0.96	0.87	0.64	0.81	0.87	0.84
KN811288.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811288.1:1:3251656:1 REF	2215603	1.00	1.00	1.00	0.87	0.84	0.83	1.00
KN811288.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811288.1:1:3251656:1 REF	2665749	0.34	0.38	0.53	0.31	0.31	0.31	0.24
KN811288.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811288.1:1:3251656:1 REF	2884888	1.00	0.93	1.00	0.76	0.93	0.22	0.91
KN811288.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811288.1:1:3251656:1 REF	2906495	0.65	0.64	0.14	0.95	0.38	0.48	0.36
KN811288.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811288.1:1:3251656:1 REF	2906711	0.84	0.37	0.86	0.80	0.85	0.83	0.55
KN811289.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811289.1:1:6115441:1 REF	1432756	0.65	0.32	1.00	0.88	0.91	0.42	0.95
KN811289.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811289.1:1:6115441:1 REF	1432763	0.51	0.94	1.00	0.93	0.84	0.60	0.79
KN811289.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811289.1:1:6115441:1 REF	1432776	0.68	0.91	1.00	0.93	0.93	0.53	0.68
KN811289.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811289.1:1:6115441:1 REF	1432795	0.58	0.85	1.00	0.93	0.98	0.57	0.95
KN811289.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811289.1:1:6115441:1 REF	3435178	1.00	1.00	1.00	1.00	1.00	1.00	1.00
KN811289.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811289.1:1:6115441:1 REF	4296611	0.13	0.88	0.29	0.90	0.39	0.16	0.29
KN811289.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811289.1:1:6115441:1 REF	4296671	0.94	0.80	1.00	1.00	0.95	0.92	0.90
KN811289.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811289.1:1:6115441:1 REF	4296677	0.79	0.52	0.91	0.69	0.94	0.56	0.68
KN811289.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811289.1:1:6115441:1 REF	4296698	0.77	0.64	0.86	0.62	0.87	0.68	0.83
KN811289.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811289.1:1:6115441:1 REF	4296839	0.89	0.86	0.92	0.87	0.96	0.92	0.88
KN811289.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811289.1:1:6115441:1 REF	4296859	0.98	0.93	0.95	0.94	0.92	0.84	0.83
KN811289.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811289.1:1:6115441:1 REF	4296869	0.91	0.76	0.78	0.61	0.88	0.78	0.86
KN811289.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811289.1:1:6115441:1 REF	4349318	0.94	0.98	1.00	0.88	0.95	0.85	0.92
KN811289.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811289.1:1:6115441:1 REF	4349338	0.85	0.87	0.81	0.88	0.92	0.91	1.00
KN811289.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811289.1:1:6115441:1 REF	4349507	0.96	0.29	1.00	0.94	0.61	0.35	0.96
KN811290.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811290.1:1:3145096:1 REF	2749312	0.95	0.89	0.93	0.83	0.82	0.94	0.98
KN811290.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811290.1:1:3145096:1 REF	2749318	0.82	0.95	0.97	0.67	0.71	0.91	0.88
KN811290.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811290.1:1:3145096:1 REF	2749323	0.90	0.84	1.00	0.83	0.82	0.85	0.95
KN811290.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811290.1:1:3145096:1 REF	2749325	0.81	0.92	1.00	0.75	0.86	0.87	0.88
KN811290.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811290.1:1:3145096:1 REF	2749357	0.80	0.84	0.77	0.62	0.75	0.83	0.90
KN811290.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811290.1:1:3145096:1 REF	2749429	0.86	1.00	1.00	0.89	0.85	0.95	0.95
KN811291.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811291.1:1:3134460:1 REF	681034	0.62	0.33	0.42	0.91	0.65	0.52	0.68
KN811291.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811291.1:1:3134460:1 REF	987221	0.91	1.00	1.00	0.96	0.91	0.94	0.95
KN811291.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811291.1:1:3134460:1 REF	987232	1.00	1.00	0.92	0.96	0.95	0.69	0.95
KN811291.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811291.1:1:3134460:1 REF	1225248	0.98	0.70	1.00	0.79	1.00	0.75	0.95
KN811291.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811291.1:1:3134460:1 REF	1225254	0.80	0.70	1.00	0.94	1.00	0.75	0.36
KN811291.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811291.1:1:3134460:1 REF	1225273	0.82	0.70	1.00	0.20	0.91	0.84	0.93
KN811291.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811291.1:1:3134460:1 REF	1225287	0.73	0.70	0.62	0.85	0.74	0.28	0.84
KN811291.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811291.1:1:3134460:1 REF	2898727	0.79	0.85	0.87	0.85	0.68	0.92	0.80
KN811291.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811291.1:1:3134460:1 REF	2898732	0.31	0.65	0.87	0.69	0.66	0.81	0.87
KN811291.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811291.1:1:3134460:1 REF	2898766	0.61	0.25	0.22	0.54	0.67	0.52	0.22
KN811292.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811292.1:1:3161736:1 REF	2590310	0.44	0.87	1.00	0.71	0.92	0.97	0.94
KN811292.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811292.1:1:3161736:1 REF	2590317	0.26	0.87	1.00	0.92	0.89	0.40	0.76
KN811292.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811292.1:1:3161736:1 REF	2590330	0.78	0.80	1.00	0.83	0.97	0.37	0.71
KN811292.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811292.1:1:3161736:1 REF	2590349	0.52	0.67	1.00	0.92	0.97	0.37	0.94
KN811292.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811292.1:1:3161736:1 REF	3155637	0.61	1.00	0.45	0.74	0.98	0.43	0.79
KN811292.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811292.1:1:3161736:1 REF	3155639	0.59	0.88	0.76	0.79	0.60	0.98	0.84
KN811292.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811292.1:1:3161736:1 REF	3155644	0.67	0.87	0.76	0.80	0.62	0.92	0.62
KN811292.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811292.1:1:3161736:1 REF	3155650	0.83	0.93	0.82	0.89	0.57	0.95	0.89
KN811294.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811294.1:1:3154023:1 REF	1097825	0.74	0.65	0.59	0.43	0.56	0.71	0.86
KN811294.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811294.1:1:3154023:1 REF	1261544	0.88	0.81	0.73	0.44	0.88	0.75	0.83
KN811294.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811294.1:1:3154023:1 REF	1818611	0.95	1.00	1.00	1.00	1.00	1.00	1.00
KN811294.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811294.1:1:3154023:1 REF	2039095	0.67	0.95	0.95	1.00	0.83	0.68	0.53
KN811294.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811294.1:1:3154023:1 REF	2039135	0.98	0.95	0.95	1.00	0.92	0.96	0.71
KN811294.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811294.1:1:3154023:1 REF	2061472	0.73	0.18	0.10	0.42	0.89	0.83	0.24
KN811294.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811294.1:1:3154023:1 REF	2584221	0.44	0.44	0.27	0.27	0.67	0.93	0.32
KN811294.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811294.1:1:3154023:1 REF	2931672	1.00	1.00	1.00	0.90	0.96	1.00	0.92
KN811294.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811294.1:1:3154023:1 REF	2931677	0.86	0.94	0.87	0.90	0.98	0.86	0.84
KN811295.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811295.1:1:3017789:1 REF	524341	0.81	0.58	0.80	1.00	0.73	0.95	0.89
KN811295.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811295.1:1:3017789:1 REF	1608293	1.00	1.00	0.99	1.00	1.00	1.00	0.91
KN811295.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811295.1:1:3017789:1 REF	2917013	0.72	0.15	0.65	0.40	0.50	0.75	0.89
KN811295.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811295.1:1:3017789:1 REF	2917043	0.89	0.69	0.47	0.60	0.63	0.34	0.98
KN811296.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811296.1:1:3135730:1 REF	10240	0.96	0.47	0.71	0.70	0.55	1.00	0.97
KN811296.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811296.1:1:3135730:1 REF	172159	0.62	0.69	0.50	0.67	0.44	0.35	0.93
KN811296.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811296.1:1:3135730:1 REF	2499252	0.79	1.00	0.97	0.91	0.82	0.95	0.61
KN811296.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811296.1:1:3135730:1 REF	2928666	0.80	0.58	0.61	0.77	0.69	0.40	0.78
KN811296.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811296.1:1:3135730:1 REF	2928698	0.68	0.45	0.57	0.96	0.67	0.52	0.84
KN811296.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811296.1:1:3135730:1 REF	2928700	0.86	0.45	0.65	1.00	0.70	0.65	0.91
KN811296.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811296.1:1:3135730:1 REF	2928705	0.89	0.55	0.91	0.88	0.63	0.88	0.91
KN811296.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811296.1:1:3135730:1 REF	2928711	0.91	0.60	0.68	0.79	0.70	0.73	0.95
KN811298.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811298.1:1:2984365:1 REF	336338	0.63	0.72	0.76	0.47	0.65	0.65	0.69
KN811298.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811298.1:1:2984365:1 REF	336369	0.46	0.42	0.36	0.23	0.15	0.58	0.23
KN811298.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811298.1:1:2984365:1 REF	2370638	0.77	0.81	0.59	0.98	0.69	0.82	0.94
KN811298.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811298.1:1:2984365:1 REF	2370643	0.90	0.88	0.94	0.98	0.82	0.78	0.94
KN811298.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811298.1:1:2984365:1 REF	2370649	0.93	0.79	0.50	0.94	0.87	0.80	0.92
KN811299.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811299.1:1:2972310:1 REF	534426	0.98	0.99	1.00	0.88	1.00	0.45	0.87
KN811300.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811300.1:1:3014401:1 REF	2136258	0.51	0.77	0.39	0.46	0.43	0.67	0.74
KN811301.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811301.1:1:2794200:1 REF	690062	0.73	0.80	0.54	0.76	0.61	0.64	0.76
KN811301.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811301.1:1:2794200:1 REF	690079	0.84	0.67	0.57	0.92	0.65	0.69	0.75
KN811301.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811301.1:1:2794200:1 REF	690108	0.49	0.79	0.61	0.60	0.56	0.61	0.40
KN811301.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811301.1:1:2794200:1 REF	1595556	0.93	0.77	0.67	0.69	0.86	0.75	0.89
KN811301.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811301.1:1:2794200:1 REF	1595566	0.93	0.98	1.00	0.67	0.97	0.85	0.92
KN811301.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811301.1:1:2794200:1 REF	1595586	0.83	0.88	0.81	0.67	0.87	0.91	1.00
KN811301.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811301.1:1:2794200:1 REF	1596436	0.93	0.88	0.94	0.72	0.90	0.92	0.97
KN811301.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811301.1:1:2794200:1 REF	1596457	0.75	0.76	0.76	0.72	0.60	0.87	0.77
KN811301.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811301.1:1:2794200:1 REF	1596463	1.00	0.84	1.00	0.78	0.78	0.92	0.97
KN811302.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811302.1:1:2792437:1 REF	1160963	0.63	0.88	1.00	0.87	0.97	0.44	0.94
KN811302.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811302.1:1:2792437:1 REF	1160970	0.53	0.81	1.00	0.96	0.89	0.41	0.75
KN811302.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811302.1:1:2792437:1 REF	1160983	0.67	0.81	1.00	0.92	0.95	0.38	0.69
KN811302.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811302.1:1:2792437:1 REF	1161002	0.66	0.69	1.00	0.96	0.98	0.38	0.94
KN811303.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811303.1:1:2811666:1 REF	273087	0.67	0.75	0.96	0.57	0.78	0.68	0.87
KN811303.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811303.1:1:2811666:1 REF	273137	0.85	0.64	0.87	0.50	0.92	0.90	0.74
KN811303.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811303.1:1:2811666:1 REF	273169	0.83	0.73	1.00	0.79	0.73	0.90	0.89
KN811303.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811303.1:1:2811666:1 REF	273171	0.85	1.00	1.00	1.00	0.81	0.93	0.85
KN811303.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811303.1:1:2811666:1 REF	273176	0.96	0.73	0.78	0.93	0.80	1.00	0.89
KN811303.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811303.1:1:2811666:1 REF	273182	0.94	1.00	1.00	0.79	0.96	1.00	0.93
KN811303.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811303.1:1:2811666:1 REF	364850	0.77	0.77	0.94	0.85	0.94	0.86	0.35
KN811304.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811304.1:1:2917921:1 REF	750816	0.80	1.00	0.32	0.33	0.85	0.75	0.77
KN811304.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811304.1:1:2917921:1 REF	2146278	0.29	0.58	0.40	0.55	0.64	0.50	0.64
KN811304.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811304.1:1:2917921:1 REF	2656802	0.79	0.90	0.53	0.88	0.76	0.62	0.80
KN811304.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811304.1:1:2917921:1 REF	2665101	0.60	0.11	0.79	0.16	0.44	0.19	0.77
KN811304.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811304.1:1:2917921:1 REF	2709045	0.86	0.55	0.75	0.67	0.93	0.60	0.90
KN811305.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811305.1:1:2892554:1 REF	1928217	0.98	0.20	1.00	1.00	0.98	1.00	1.00
KN811305.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811305.1:1:2892554:1 REF	1928227	0.73	0.56	1.00	1.00	1.00	1.00	1.00
KN811305.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811305.1:1:2892554:1 REF	2495489	0.48	0.54	0.72	0.53	0.50	0.65	0.60
KN811306.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811306.1:1:2811521:1 REF	1958466	0.95	0.85	1.00	0.88	0.83	1.00	1.00
KN811306.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811306.1:1:2811521:1 REF	2322423	0.90	0.67	0.88	0.82	0.81	0.88	0.84
KN811306.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811306.1:1:2811521:1 REF	2322430	0.92	0.93	0.92	0.91	0.92	0.97	0.90
KN811307.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811307.1:1:2867937:1 REF	1829889	0.93	0.78	0.96	0.95	1.00	0.93	0.98
KN811307.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811307.1:1:2867937:1 REF	1829922	0.91	0.56	1.00	0.62	0.94	0.99	0.85
KN811308.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811308.1:1:2800201:1 REF	846435	0.83	0.62	0.44	0.31	0.20	0.70	1.00
KN811309.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811309.1:1:2934820:1 REF	230561	0.97	0.91	0.98	0.95	0.94	0.92	1.00
KN811310.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811310.1:1:5246820:1 REF	4919291	0.49	0.54	0.72	0.53	0.50	0.65	0.60
KN811311.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811311.1:1:2750836:1 REF	228173	1.00	1.00	1.00	1.00	1.00	1.00	1.00
KN811311.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811311.1:1:2750836:1 REF	395559	0.54	0.28	0.62	0.26	0.65	0.66	0.49
KN811311.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811311.1:1:2750836:1 REF	1735535	0.90	0.70	0.89	0.53	0.93	0.83	0.84
KN811311.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811311.1:1:2750836:1 REF	1735542	0.93	0.90	1.00	0.43	0.93	0.94	0.99
KN811311.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811311.1:1:2750836:1 REF	1735583	0.80	0.75	0.95	0.98	0.71	0.57	0.88
KN811311.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811311.1:1:2750836:1 REF	1735591	0.77	0.97	0.89	0.92	0.69	0.60	0.88
KN811311.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811311.1:1:2750836:1 REF	1995741	0.97	1.00	1.00	1.00	1.00	1.00	1.00
KN811313.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811313.1:1:2769596:1 REF	166401	0.89	0.96	1.00	1.00	0.32	1.00	1.00
KN811313.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811313.1:1:2769596:1 REF	166404	0.89	1.00	1.00	1.00	0.32	0.73	1.00
KN811313.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811313.1:1:2769596:1 REF	166437	0.88	1.00	1.00	1.00	1.00	0.75	1.00
KN811314.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811314.1:1:2634854:1 REF	1577773	0.47	0.87	1.00	0.85	0.97	0.44	0.94
KN811314.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811314.1:1:2634854:1 REF	1577780	0.39	0.87	1.00	0.96	0.93	0.44	0.75
KN811314.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811314.1:1:2634854:1 REF	1577793	0.67	0.80	1.00	0.92	0.97	0.41	0.69
KN811314.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811314.1:1:2634854:1 REF	1577812	0.62	0.67	1.00	0.96	0.97	0.41	0.94
KN811315.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811315.1:1:2686141:1 REF	2355066	0.57	0.52	0.66	0.17	0.53	0.81	0.86
KN811315.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811315.1:1:2686141:1 REF	2544602	0.52	0.50	1.00	0.81	0.68	0.88	0.90
KN811315.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811315.1:1:2686141:1 REF	2607427	1.00	1.00	1.00	0.90	0.96	1.00	0.90
KN811315.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811315.1:1:2686141:1 REF	2607432	0.87	0.92	0.87	0.82	0.94	0.86	0.74
KN811316.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811316.1:1:2579752:1 REF	1800941	0.89	1.00	0.97	0.91	0.96	0.95	0.58
KN811317.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811317.1:1:2599670:1 REF	2374001	0.90	1.00	0.94	1.00	0.59	0.76	0.82
KN811317.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811317.1:1:2599670:1 REF	2374020	0.85	0.90	0.51	0.95	0.67	0.88	0.93
KN811319.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811319.1:1:2465323:1 REF	304712	0.77	0.78	1.00	1.00	0.99	0.98	0.98
KN811319.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811319.1:1:2465323:1 REF	323954	0.47	0.38	0.97	0.19	1.00	0.88	1.00
KN811319.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811319.1:1:2465323:1 REF	323968	0.66	1.00	1.00	0.97	0.99	1.00	0.89
KN811319.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811319.1:1:2465323:1 REF	323975	0.96	1.00	1.00	0.97	0.63	0.76	0.57
KN811320.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811320.1:1:2660658:1 REF	551627	0.75	0.78	1.00	1.00	0.99	1.00	0.98
KN811321.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811321.1:1:2546084:1 REF	126156	0.19	0.15	0.25	0.11	0.11	0.12	0.15
KN811321.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811321.1:1:2546084:1 REF	1297506	0.92	0.87	1.00	0.71	0.90	0.94	0.86
KN811321.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811321.1:1:2546084:1 REF	1297526	0.96	0.86	1.00	0.79	0.92	0.54	0.62
KN811321.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811321.1:1:2546084:1 REF	1297536	0.96	0.67	0.83	0.62	0.90	0.86	0.67
KN811321.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811321.1:1:2546084:1 REF	1822584	0.82	0.95	0.77	1.00	0.81	0.84	0.54
KN811322.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811322.1:1:2472794:1 REF	1049361	0.39	0.22	0.10	0.13	0.31	0.17	0.50
KN811322.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811322.1:1:2472794:1 REF	1049366	0.38	0.17	0.36	0.48	0.40	0.55	0.75
KN811322.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811322.1:1:2472794:1 REF	2313781	0.83	0.56	0.17	0.91	0.33	0.73	0.32
KN811323.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811323.1:1:2501997:1 REF	151755	0.69	0.30	0.51	0.72	0.74	0.82	0.78
KN811323.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811323.1:1:2501997:1 REF	151765	0.74	0.20	0.72	0.76	0.76	0.86	0.77
KN811323.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811323.1:1:2501997:1 REF	608929	0.92	0.95	0.95	0.62	0.82	0.88	0.80
KN811323.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811323.1:1:2501997:1 REF	608936	0.85	0.91	0.82	0.77	0.82	0.75	0.88
KN811323.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811323.1:1:2501997:1 REF	779931	0.80	0.83	0.84	0.62	0.73	0.71	0.92
KN811323.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811323.1:1:2501997:1 REF	1145562	1.00	1.00	1.00	1.00	1.00	1.00	1.00
KN811323.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811323.1:1:2501997:1 REF	1295102	0.82	1.00	1.00	0.82	0.96	0.90	0.86
KN811323.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811323.1:1:2501997:1 REF	1295123	0.80	0.89	0.11	0.41	0.96	0.83	0.89
