chr	pos	NO_20-S1	NO_20-S3	NO_20-S4	NO_20-S2	OC_OC-S1	OC_OC-S2	OC_OC-S3	OC_OC-S5
KN811352.1	1109031	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1109033	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1109213	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1109232	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00
KN811352.1	1109259	0.01	0.04	0.02	0.00	0.04	0.02	0.01	0.00
KN811352.1	1211878	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1211940	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00
KN811352.1	1255955	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1255965	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1256006	0.00	0.28	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1256023	0.00	0.00	0.23	0.00	0.02	0.00	0.00	0.00
KN811352.1	1256031	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1256048	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1256051	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1256083	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1256084	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1256098	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1256099	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1256109	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.00
KN811352.1	1256110	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1256120	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00
KN811352.1	1256121	0.03	0.00	0.49	0.00	0.00	0.00	0.25	0.00
KN811352.1	1256173	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00
KN811352.1	1275216	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1275430	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1275893	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1275937	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1275943	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1275959	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1318119	0.00	0.00	0.15	0.99	0.00	0.00	0.01	0.00
KN811352.1	1318136	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1318159	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1318161	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1318167	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1318194	0.00	0.00	0.00	0.00	0.00	0.00	0.23	0.00
KN811352.1	1318196	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1318201	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1318207	0.02	0.00	0.00	0.00	0.04	0.38	0.00	0.00
KN811352.1	1318213	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1337638	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00
KN811352.1	1360636	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00
KN811352.1	1360643	0.00	0.00	0.00	0.00	0.00	0.28	0.00	0.00
KN811352.1	1360844	0.00	0.07	0.00	0.05	0.00	0.00	0.00	0.00
KN811352.1	1360876	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1360877	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00
KN811352.1	1360884	0.00	0.02	0.00	0.00	0.00	0.00	0.01	0.00
KN811352.1	1360885	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00
KN811352.1	1360886	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00
KN811352.1	1360887	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1361021	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.18
KN811352.1	1361022	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1361042	0.00	0.00	0.03	0.00	0.10	0.00	0.05	0.00
KN811352.1	1361043	0.24	0.12	0.00	0.00	0.00	0.00	0.29	0.00
KN811352.1	1361062	0.20	0.00	0.01	0.00	0.00	0.00	0.00	0.00
KN811352.1	1374605	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00
KN811352.1	1422653	0.43	0.19	0.34	0.10	0.42	0.09	0.51	0.00
KN811352.1	1439967	0.97	0.60	0.78	0.83	0.89	0.11	0.76	0.60
KN811352.1	1476377	0.01	0.01	0.00	0.00	0.04	0.00	0.00	0.00
KN811352.1	1531139	0.00	0.00	0.00	0.03	0.00	0.00	0.17	0.00
KN811352.1	1531149	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1531150	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01
KN811352.1	1531155	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1531156	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1531186	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00
KN811352.1	1531200	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1531201	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1531209	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1531210	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00
KN811352.1	1531217	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1531218	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01
KN811352.1	1531241	0.13	0.00	0.00	0.00	0.00	0.01	0.02	0.00
KN811352.1	1615610	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01
KN811352.1	1615727	0.00	0.19	0.00	0.00	0.00	0.00	0.09	0.00
KN811352.1	1615740	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1615751	0.00	0.30	0.00	0.00	0.00	0.00	0.00	0.03
KN811352.1	1629983	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.00
KN811352.1	1630039	0.00	0.00	0.00	0.00	0.00	0.26	0.20	0.00
KN811352.1	1635877	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.01
KN811352.1	1635971	0.19	0.10	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1635982	0.09	0.10	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1636001	0.00	0.22	0.00	0.00	0.10	0.11	0.00	0.02
KN811352.1	1636003	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1636131	0.00	0.03	0.00	0.00	0.01	0.00	0.00	0.00
KN811352.1	1636145	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1643082	0.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1798155	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1798156	0.00	0.00	0.00	0.00	0.19	0.00	0.01	0.00
KN811352.1	1798160	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1798161	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1798162	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00
KN811352.1	1798163	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1798167	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1798168	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1798169	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1798170	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1798182	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1798183	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1798380	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1798381	0.00	0.07	0.01	0.00	0.00	0.00	0.00	0.01
KN811352.1	1798390	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1798391	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00
KN811352.1	1798484	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00
KN811352.1	1798485	0.11	0.00	0.08	0.00	0.00	1.00	0.00	0.00
KN811352.1	1803032	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00
KN811352.1	1803084	0.00	0.00	0.15	0.36	0.00	0.00	0.00	0.00
KN811352.1	1803089	0.18	0.00	0.01	0.57	0.00	0.11	0.00	0.00
KN811352.1	1809958	0.67	1.00	0.00	0.00	0.00	0.00	0.03	0.00
KN811352.1	1809963	0.00	0.00	0.42	0.00	0.00	0.00	0.00	0.00
KN811352.1	1810160	1.00	1.00	0.42	0.00	0.23	0.00	0.82	0.00
KN811352.1	1810162	0.67	1.00	0.00	0.00	0.21	0.00	0.82	0.00
KN811352.1	1823547	0.01	0.02	0.03	0.00	0.01	0.00	0.03	0.00
KN811352.1	1823553	0.01	0.02	0.03	0.00	0.01	0.00	0.02	0.00
KN811352.1	1823562	0.01	0.02	0.03	0.00	0.01	0.00	0.02	0.00
KN811352.1	1823566	0.01	0.02	0.03	0.00	0.01	0.00	0.02	0.00
KN811352.1	1823569	0.01	0.02	0.03	0.00	0.01	0.00	0.02	0.00
KN811352.1	1823577	0.00	0.01	0.02	0.00	0.01	0.00	0.01	0.00
KN811352.1	1823591	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1823599	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1823601	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1823607	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1823613	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01
KN811352.1	1823620	0.00	0.14	0.01	0.00	0.00	0.00	0.01	0.00
KN811352.1	1825795	0.00	0.01	0.00	0.00	0.02	0.00	0.00	0.00
KN811352.1	1825816	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1825819	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1825823	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1825829	0.25	0.13	0.00	0.00	0.00	0.00	0.13	0.00
KN811352.1	1825917	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1881001	0.13	0.14	0.00	0.00	0.01	0.00	0.00	0.00
KN811352.1	1881015	0.00	0.09	0.00	0.00	0.00	0.41	0.15	0.00
KN811352.1	1881019	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00
KN811352.1	1881022	0.00	0.17	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1881053	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1887421	0.20	0.37	0.26	0.40	0.32	0.73	0.14	1.00
KN811352.1	1887457	0.61	0.73	0.39	0.00	0.48	0.67	0.25	0.96
KN811352.1	1916792	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1916814	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00
KN811352.1	1916820	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1916829	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1916836	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1916839	0.00	0.00	0.00	0.00	0.00	0.00	0.43	0.00
KN811352.1	1916865	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1916869	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1916875	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1916879	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1916883	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	1916889	0.00	0.06	0.00	0.00	0.21	0.00	0.00	0.48
KN811352.1	1917109	0.00	0.00	0.01	0.01	0.00	0.01	0.00	0.01
KN811352.1	1917152	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00
KN811352.1	1917164	0.00	0.10	0.11	0.00	0.00	0.00	0.00	0.00
KN811352.1	1917165	0.00	0.22	0.00	0.00	0.00	0.11	0.17	0.01
KN811352.1	1988054	0.66	0.13	0.00	0.05	0.10	0.03	0.00	0.14
KN811352.1	2040963	0.12	0.19	0.00	0.00	0.24	0.01	0.03	0.27
KN811352.1	2040970	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00
KN811352.1	2040986	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00
KN811352.1	2040998	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	2041005	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00
KN811352.1	2041182	0.00	0.01	0.00	0.08	0.00	0.05	0.00	0.00
KN811352.1	2041309	0.12	0.08	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	2041314	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00
KN811352.1	2041318	0.00	0.07	0.00	0.01	0.00	0.00	0.00	0.00
KN811352.1	2041325	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	2041328	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00
KN811352.1	2041336	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00
KN811352.1	2041338	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	2041343	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	2041357	0.00	0.01	0.01	0.00	0.17	0.00	0.09	0.01
KN811352.1	2053948	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.97
KN811352.1	2053949	0.02	0.14	0.04	0.00	0.00	0.00	0.16	1.00
KN811352.1	2053958	0.26	0.09	0.03	0.00	0.00	0.00	0.08	0.97
KN811352.1	2053959	0.02	0.14	0.07	0.00	0.00	0.00	0.18	0.99
KN811352.1	2053981	0.02	0.21	0.04	0.00	0.10	0.00	0.13	0.99
KN811352.1	2069542	0.10	0.16	0.11	0.00	0.00	0.00	0.00	0.00
KN811352.1	2069545	0.09	0.07	0.06	0.00	0.00	0.12	0.20	0.00
KN811352.1	2069551	0.00	0.16	0.00	0.00	0.00	0.00	0.20	0.00
KN811352.1	2069560	0.13	0.16	0.23	0.00	0.00	0.00	0.00	0.00
KN811352.1	2069568	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	2131592	0.00	0.00	0.00	1.00	0.00	0.21	0.00	0.00
KN811352.1	2131598	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	2131613	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	2131614	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00
KN811352.1	2131631	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	2131632	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	2131638	0.23	0.00	0.00	0.00	0.10	0.00	0.00	0.08
KN811352.1	2131639	0.00	0.00	0.12	0.00	0.00	0.01	0.03	0.00
KN811352.1	2131647	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	2131651	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00
KN811352.1	2131699	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	2131708	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811352.1	2131712	0.00	0.08	0.00	0.00	0.10	0.00	0.00	0.00
KN811353.1	163959	0.00	0.00	0.00	0.00	0.18	0.00	0.13	0.00
KN811353.1	164012	0.00	0.08	0.10	0.11	0.00	0.33	0.00	0.00
KN811353.1	285699	0.07	0.05	0.00	0.00	0.00	0.00	0.17	0.00
KN811353.1	285722	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00
KN811353.1	285764	0.00	0.00	0.08	0.00	0.10	0.00	0.08	0.00
KN811353.1	285965	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811353.1	285976	0.00	0.46	0.00	0.00	0.34	0.00	0.00	0.00
KN811353.1	285982	0.48	0.00	0.00	0.00	0.34	0.00	0.00	0.00
KN811353.1	285999	0.00	0.00	0.28	0.00	0.00	0.00	0.00	0.00
KN811353.1	286001	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00
KN811353.1	286023	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811353.1	286042	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811353.1	286047	0.00	0.29	0.00	0.00	0.00	0.00	0.00	0.00
KN811353.1	306093	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00
KN811353.1	306098	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00
KN811353.1	306110	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811353.1	306118	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811353.1	306155	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811353.1	306167	0.00	0.00	0.00	0.00	0.19	0.00	0.00	0.00
KN811353.1	306172	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811353.1	306179	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811353.1	372837	0.01	0.00	0.00	0.00	0.14	0.16	0.03	0.00
KN811353.1	373114	0.00	0.00	0.19	0.00	0.00	0.00	0.00	0.00
KN811353.1	374965	0.12	0.19	0.23	0.00	0.23	0.41	0.05	0.00
KN811353.1	374967	0.00	0.00	0.08	0.00	0.11	0.00	0.00	0.00
KN811353.1	375220	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02
KN811353.1	590104	0.02	0.03	0.01	0.00	0.02	0.51	0.04	0.27
KN811353.1	700467	0.02	0.01	0.01	0.00	0.00	0.41	0.27	0.01
KN811353.1	1014308	0.00	0.00	0.18	0.00	0.00	0.00	0.00	0.00
KN811353.1	1014313	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811353.1	1014318	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811353.1	1014320	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811353.1	1014331	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00
KN811353.1	1014345	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811353.1	1014352	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811353.1	1144845	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811353.1	1144852	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811353.1	1145047	0.64	0.00	0.00	0.01	0.00	0.00	0.26	0.00
KN811353.1	1290180	0.73	0.66	0.83	0.57	0.43	0.20	0.79	0.45
KN811353.1	1389454	0.00	0.10	0.00	0.00	0.04	0.09	0.00	0.01
KN811353.1	1389467	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00
KN811353.1	1389468	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811353.1	1389479	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811353.1	1389480	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811353.1	1389481	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811353.1	1389482	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811353.1	1389529	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811353.1	1389530	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811353.1	1389549	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811353.1	1404376	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.00
KN811353.1	1404424	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811353.1	1404435	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01
KN811353.1	1444647	0.00	0.07	0.00	0.00	0.00	0.00	0.36	0.00
KN811353.1	1444652	0.00	0.00	0.00	0.00	0.00	0.00	0.37	0.00
KN811353.1	1486939	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811353.1	1486942	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00
KN811353.1	1486954	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811353.1	1486960	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811353.1	1486987	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811353.1	1486993	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811353.1	1486996	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.00
KN811353.1	1564587	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00
KN811353.1	1564592	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811353.1	1564621	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00
KN811353.1	1564631	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811353.1	1564693	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811353.1	1564706	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811353.1	1564718	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811353.1	1564733	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811354.1	10451	0.92	0.80	0.86	0.00	0.95	0.64	1.00	0.86
KN811354.1	29930	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01
KN811354.1	30017	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811354.1	30022	0.09	0.00	0.00	0.00	0.01	0.00	0.01	0.00
KN811354.1	30036	0.00	0.00	0.09	0.00	0.03	0.00	0.00	1.00
KN811354.1	30038	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
KN811354.1	30043	0.00	0.00	0.00	0.00	0.10	0.00	0.11	0.00
KN811354.1	30061	0.00	0.00	0.00	0.00	0.00	0.00	0.02	1.00
KN811354.1	30065	0.00	0.00	0.08	0.00	0.17	0.00	0.19	0.00
KN811354.1	175942	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811354.1	175953	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811354.1	175956	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811354.1	175964	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811354.1	175977	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.00
KN811354.1	175980	0.00	0.00	0.18	0.00	0.00	0.00	0.00	0.00
KN811354.1	176097	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01
KN811354.1	176111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811354.1	176126	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811354.1	176595	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811354.1	232335	0.00	0.00	0.14	0.01	0.00	0.00	0.25	0.00
KN811354.1	232378	0.00	0.02	0.00	0.00	0.00	0.00	0.01	0.00
KN811354.1	232379	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811354.1	232419	0.01	0.00	0.10	0.00	0.00	0.00	0.00	0.00
KN811354.1	232420	0.00	0.00	0.00	0.00	0.44	0.25	0.00	0.00
KN811354.1	232456	0.00	0.16	0.00	0.00	0.00	0.01	0.02	0.00
KN811354.1	232557	0.18	0.00	0.01	0.00	0.00	0.00	0.00	0.00
KN811354.1	232562	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811354.1	232576	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811354.1	232736	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811354.1	232738	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00
KN811354.1	232742	0.00	0.00	0.00	0.00	0.18	0.00	0.00	0.00
KN811354.1	232756	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00
KN811354.1	279725	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811354.1	279730	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811354.1	279737	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811354.1	279751	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811354.1	279755	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811354.1	279758	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.00
KN811354.1	279761	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811354.1	295839	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00
KN811354.1	295859	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00
KN811354.1	295868	0.00	0.00	0.00	0.00	0.55	0.00	0.00	0.00
KN811354.1	295898	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00
KN811354.1	295929	0.00	0.07	0.00	0.00	0.15	0.00	0.14	0.00
KN811354.1	295930	0.00	0.00	0.00	0.00	0.00	0.00	0.22	0.00
KN811354.1	295940	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00
KN811354.1	295941	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811354.1	295948	0.09	0.00	0.00	0.00	0.01	0.00	0.00	0.00
KN811354.1	295949	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00
KN811354.1	296098	0.00	0.01	0.14	0.00	0.00	0.01	0.00	0.00
KN811354.1	533318	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811354.1	533406	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00
KN811354.1	533427	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00
KN811354.1	560976	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00
KN811354.1	560998	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811354.1	561021	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811354.1	561026	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811354.1	561064	0.15	0.00	0.45	0.00	0.00	0.36	0.00	0.00
KN811354.1	561607	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811354.1	561622	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811354.1	561642	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.01
KN811354.1	659048	0.00	0.00	0.00	0.00	0.00	0.01	0.04	0.00
KN811354.1	659189	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811354.1	659219	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00
KN811354.1	659428	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811354.1	721640	0.47	0.51	0.99	1.00	0.41	0.94	0.34	1.00
KN811354.1	805971	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
