chr	pos	N_5-N1	N_5-N2	N_5-N3	S_5-S3	S_5-S4	S_5-S2	S_5-S1
KN807175.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807175.1:1:28624:1 REF	11853	0.94	0.88	0.76	0.89	0.89	0.95	1.00
KN807177.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807177.1:1:26045:1 REF	11957	0.75	0.88	0.80	1.00	0.97	0.56	0.81
KN807177.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807177.1:1:26045:1 REF	12070	0.25	0.76	1.00	0.97	0.94	0.56	0.82
KN807177.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807177.1:1:26045:1 REF	12072	0.24	0.62	0.79	0.94	0.85	0.87	0.91
KN807177.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807177.1:1:26045:1 REF	12077	0.23	0.61	0.89	0.89	1.00	0.60	0.95
KN807177.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807177.1:1:26045:1 REF	12083	0.46	0.84	0.94	0.97	1.00	0.87	0.98
KN807179.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807179.1:1:25437:1 REF	22433	1.00	0.93	0.89	0.40	1.00	0.85	1.00
KN807179.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807179.1:1:25437:1 REF	22452	0.81	0.83	0.89	0.99	0.93	0.63	1.00
KN807179.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807179.1:1:25437:1 REF	22455	1.00	0.80	1.00	0.93	0.95	0.98	1.00
KN807179.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807179.1:1:25437:1 REF	22457	1.00	0.67	0.90	1.00	0.77	0.98	1.00
KN807179.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807179.1:1:25437:1 REF	22463	1.00	0.90	0.87	1.00	1.00	0.94	1.00
KN807179.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807179.1:1:25437:1 REF	22465	0.76	0.63	1.00	0.97	0.41	0.87	1.00
KN807179.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807179.1:1:25437:1 REF	22474	1.00	0.90	1.00	0.95	0.90	0.98	1.00
KN807194.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807194.1:1:25686:1 REF	858	0.79	0.93	0.53	0.96	1.00	0.57	0.95
KN807194.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807194.1:1:25686:1 REF	891	0.82	0.93	0.59	0.97	0.40	0.93	1.00
KN807194.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807194.1:1:25686:1 REF	899	0.56	0.95	0.57	0.94	0.36	0.64	1.00
KN807194.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807194.1:1:25686:1 REF	903	0.65	0.93	0.88	0.93	0.98	0.50	0.79
KN807196.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807196.1:1:30507:1 REF	3823	0.94	0.67	0.91	0.26	0.97	0.80	0.60
KN807201.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807201.1:1:24516:1 REF	4838	0.17	0.64	0.73	0.97	0.55	0.55	0.52
KN807223.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807223.1:1:23643:1 REF	322	0.33	0.93	0.66	0.80	0.70	0.64	0.28
KN807223.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807223.1:1:23643:1 REF	348	0.68	0.61	0.55	0.38	0.74	0.73	0.85
KN807223.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807223.1:1:23643:1 REF	367	0.95	0.97	0.92	0.91	0.95	0.82	0.44
KN807223.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807223.1:1:23643:1 REF	432	0.91	1.00	1.00	0.87	0.79	1.00	1.00
KN807228.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807228.1:1:25005:1 REF	16954	0.87	0.82	0.79	0.93	0.88	0.28	0.92
KN807228.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807228.1:1:25005:1 REF	16976	0.90	0.85	0.91	0.95	0.88	1.00	0.92
KN807228.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807228.1:1:25005:1 REF	16989	0.81	0.94	0.88	0.93	0.90	0.36	0.92
KN807228.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807228.1:1:25005:1 REF	16992	0.87	0.94	0.88	0.95	0.90	0.31	1.00
KN807228.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807228.1:1:25005:1 REF	17079	0.98	0.94	0.94	0.90	0.85	1.00	0.84
KN807228.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807228.1:1:25005:1 REF	17110	0.96	0.92	0.90	0.81	0.96	0.97	0.92
KN807231.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807231.1:1:32335:1 REF	11135	0.62	0.26	0.42	0.40	0.64	0.31	1.00
KN807234.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807234.1:1:26940:1 REF	21356	0.92	0.79	0.67	0.86	0.91	1.00	1.00
KN807234.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807234.1:1:26940:1 REF	21365	0.93	1.00	0.71	0.93	0.98	1.00	0.89
KN807234.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807234.1:1:26940:1 REF	21367	0.94	0.86	0.57	0.71	0.96	0.60	0.89
KN807237.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807237.1:1:25378:1 REF	5359	0.73	0.30	0.10	0.37	0.75	0.13	0.56
KN807237.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807237.1:1:25378:1 REF	5369	0.27	0.52	0.29	0.30	0.85	0.56	0.75
KN807245.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807245.1:1:23597:1 REF	22446	0.62	0.23	0.69	0.43	0.48	0.14	0.71
KN807262.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807262.1:1:23482:1 REF	18555	0.77	0.78	0.67	0.38	0.91	0.52	0.52
KN807262.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807262.1:1:23482:1 REF	18571	0.80	0.92	1.00	0.46	0.94	0.45	0.48
KN807262.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807262.1:1:23482:1 REF	18600	0.77	0.85	0.98	0.50	0.75	0.57	1.00
KN807264.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807264.1:1:23480:1 REF	8244	0.95	0.77	0.77	0.80	0.54	0.87	0.77
KN807265.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807265.1:1:24394:1 REF	1304	0.93	0.89	0.88	0.73	0.88	0.65	0.65
KN807265.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807265.1:1:24394:1 REF	1315	0.88	0.87	0.90	0.87	0.88	0.65	0.87
KN807265.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807265.1:1:24394:1 REF	1349	0.74	0.73	0.77	0.81	0.82	0.88	0.78
KN807265.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807265.1:1:24394:1 REF	1398	0.82	0.79	0.70	0.77	0.73	0.67	0.69
KN807268.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807268.1:1:36702:1 REF	19487	0.75	0.61	0.59	0.79	0.68	0.71	0.61
KN807270.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807270.1:1:24626:1 REF	8288	0.63	0.55	0.69	0.82	0.78	0.55	0.95
KN807270.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807270.1:1:24626:1 REF	16370	0.94	0.94	0.74	0.78	0.96	1.00	1.00
KN807270.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807270.1:1:24626:1 REF	16392	0.62	0.34	0.68	0.80	0.94	0.58	0.71
KN807270.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807270.1:1:24626:1 REF	16396	0.99	0.77	1.00	0.90	0.88	0.92	1.00
KN807270.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807270.1:1:24626:1 REF	16399	0.99	0.94	1.00	0.90	0.96	0.92	1.00
KN807270.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807270.1:1:24626:1 REF	16404	0.94	0.71	0.61	0.70	0.73	0.83	0.93
KN807270.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807270.1:1:24626:1 REF	16407	0.99	0.72	0.68	0.75	0.78	0.82	1.00
KN807270.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807270.1:1:24626:1 REF	19786	0.68	0.38	0.65	0.58	0.72	0.69	0.52
KN807270.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807270.1:1:24626:1 REF	19817	0.90	0.88	0.79	0.83	0.81	0.92	0.72
KN807270.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807270.1:1:24626:1 REF	19838	0.95	0.78	0.74	0.78	0.80	0.78	0.84
KN807270.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807270.1:1:24626:1 REF	19853	0.66	0.68	0.84	0.69	0.80	0.79	0.64
KN807276.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807276.1:1:24583:1 REF	24190	0.55	0.67	0.39	0.91	0.58	0.92	0.91
KN807276.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807276.1:1:24583:1 REF	24196	1.00	1.00	0.77	1.00	0.99	0.92	0.95
KN807290.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807290.1:1:24974:1 REF	7512	0.86	0.70	0.91	0.73	0.97	0.80	0.91
KN807308.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807308.1:1:24482:1 REF	6181	1.00	0.87	0.75	0.85	0.98	1.00	0.73
KN807319.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807319.1:1:23270:1 REF	19088	0.52	0.24	0.60	0.21	0.24	0.73	0.27
KN807323.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807323.1:1:25474:1 REF	12925	0.82	0.32	0.62	0.82	0.19	0.45	0.53
KN807324.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807324.1:1:21870:1 REF	8906	0.98	0.95	0.94	0.59	0.88	0.55	0.89
KN807325.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807325.1:1:24762:1 REF	681	0.86	0.90	0.86	0.60	0.95	0.94	1.00
KN807329.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807329.1:1:23263:1 REF	5968	0.63	0.68	0.94	0.80	0.86	0.70	0.73
KN807329.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807329.1:1:23263:1 REF	5972	0.88	0.67	0.94	0.83	0.93	0.58	0.82
KN807329.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807329.1:1:23263:1 REF	16491	0.53	0.68	0.16	0.44	0.87	0.62	0.45
KN807332.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807332.1:1:22176:1 REF	4573	0.91	0.96	0.66	0.95	0.88	0.73	0.62
KN807334.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807334.1:1:3481476:1 REF	2690988	0.24	0.65	1.00	0.43	0.50	0.67	0.53
KN807334.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807334.1:1:3481476:1 REF	2984926	0.83	1.00	0.35	0.86	0.77	0.74	1.00
KN807334.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807334.1:1:3481476:1 REF	3246418	0.56	0.41	0.62	0.67	0.46	0.63	0.32
KN807335.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807335.1:1:3534732:1 REF	364026	0.80	0.72	0.56	0.38	0.91	0.52	0.52
KN807335.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807335.1:1:3534732:1 REF	364042	0.84	0.89	1.00	0.46	0.94	0.45	0.48
KN807335.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807335.1:1:3534732:1 REF	364071	0.69	0.80	0.98	0.50	0.72	0.57	1.00
KN807335.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807335.1:1:3534732:1 REF	2284699	0.27	0.57	0.21	0.14	0.19	0.49	0.67
KN807380.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807380.1:1:23625:1 REF	8834	0.75	0.75	0.85	0.79	0.67	0.73	0.61
KN807380.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807380.1:1:23625:1 REF	8835	0.69	0.80	0.87	0.63	0.82	0.61	0.59
KN807380.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807380.1:1:23625:1 REF	8885	0.91	0.84	0.91	0.82	0.57	0.87	0.89
KN807380.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807380.1:1:23625:1 REF	8930	0.82	0.90	0.94	0.88	1.00	0.81	0.65
KN807381.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807381.1:1:21599:1 REF	9306	0.21	0.87	0.98	0.92	0.94	0.36	1.00
KN807381.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807381.1:1:21599:1 REF	9325	0.73	0.78	0.97	0.32	0.25	0.89	0.11
KN807381.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807381.1:1:21599:1 REF	9530	0.65	0.93	0.96	0.85	0.70	0.96	0.93
KN807381.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807381.1:1:21599:1 REF	9930	0.74	0.57	0.95	0.61	0.89	1.00	1.00
KN807381.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807381.1:1:21599:1 REF	9962	0.85	0.72	1.00	1.00	0.96	0.95	1.00
KN807381.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807381.1:1:21599:1 REF	9964	0.89	0.84	0.97	1.00	0.47	1.00	0.80
KN807381.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807381.1:1:21599:1 REF	9969	0.85	0.82	0.92	0.96	0.64	0.95	0.93
KN807381.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807381.1:1:21599:1 REF	9975	0.15	0.78	1.00	1.00	1.00	1.00	1.00
KN807388.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807388.1:1:20882:1 REF	13098	0.73	1.00	1.00	1.00	1.00	1.00	1.00
KN807408.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807408.1:1:23322:1 REF	5684	1.00	0.93	1.00	1.00	1.00	1.00	0.11
KN807408.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807408.1:1:23322:1 REF	5693	1.00	0.11	1.00	0.97	1.00	1.00	1.00
KN807408.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807408.1:1:23322:1 REF	5780	0.96	1.00	0.94	0.56	0.99	1.00	0.63
KN807424.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807424.1:1:25488:1 REF	16947	0.82	0.85	0.74	0.89	0.98	0.12	1.00
KN807424.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807424.1:1:25488:1 REF	16954	0.88	0.85	0.95	0.87	0.98	0.15	0.83
KN807424.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807424.1:1:25488:1 REF	16978	0.83	0.86	0.90	0.93	0.89	1.00	0.71
KN807424.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807424.1:1:25488:1 REF	16990	0.96	0.93	1.00	0.93	0.97	1.00	0.90
KN807424.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807424.1:1:25488:1 REF	17021	0.92	0.94	0.93	0.83	0.85	0.82	0.89
KN807424.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807424.1:1:25488:1 REF	17041	0.85	0.83	1.00	0.94	0.82	0.91	0.84
KN807431.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807431.1:1:20638:1 REF	10181	0.89	0.80	0.98	1.00	0.97	0.98	1.00
KN807435.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807435.1:1:21387:1 REF	19959	1.00	0.90	1.00	0.96	1.00	0.95	1.00
KN807435.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807435.1:1:21387:1 REF	19985	1.00	1.00	1.00	0.96	1.00	0.93	1.00
KN807435.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807435.1:1:21387:1 REF	19991	0.89	0.86	0.85	1.00	0.98	0.86	1.00
KN807435.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807435.1:1:21387:1 REF	20004	0.95	0.82	0.98	0.96	0.99	0.93	1.00
KN807471.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807471.1:1:18427:1 REF	13726	0.47	0.65	0.32	0.78	0.97	0.50	0.47
KN807471.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807471.1:1:18427:1 REF	13756	0.48	0.86	0.87	0.94	0.97	0.76	0.89
KN807483.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807483.1:1:19343:1 REF	9738	0.68	0.91	0.88	0.97	0.95	0.92	0.92
KN807490.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807490.1:1:24434:1 REF	8662	0.72	0.29	0.18	0.89	0.69	0.14	0.18
KN807493.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807493.1:1:29611:1 REF	24805	1.00	0.86	1.00	0.95	0.95	0.95	1.00
KN807493.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807493.1:1:29611:1 REF	24814	0.73	0.66	1.00	0.97	0.50	0.63	1.00
KN807493.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807493.1:1:29611:1 REF	24816	1.00	0.90	0.92	1.00	1.00	0.84	1.00
KN807493.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807493.1:1:29611:1 REF	24822	1.00	0.69	0.92	1.00	0.70	0.95	1.00
KN807493.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807493.1:1:29611:1 REF	24824	1.00	0.76	1.00	0.90	0.95	0.95	1.00
KN807493.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807493.1:1:29611:1 REF	24827	0.83	0.83	0.91	0.99	0.93	0.79	1.00
KN807493.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807493.1:1:29611:1 REF	24846	1.00	0.93	0.91	0.41	1.00	0.82	1.00
KN807510.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807510.1:1:19310:1 REF	10870	0.96	0.56	0.89	0.65	0.92	0.79	0.83
KN807510.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807510.1:1:19310:1 REF	16360	0.93	0.96	1.00	0.94	0.69	0.73	1.00
KN807510.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807510.1:1:19310:1 REF	16386	0.93	0.94	0.99	1.00	0.70	0.65	1.00
KN807510.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807510.1:1:19310:1 REF	16392	0.93	0.94	0.99	0.83	0.68	0.38	1.00
KN807510.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807510.1:1:19310:1 REF	16405	0.81	0.94	0.81	1.00	0.68	0.65	1.00
KN807536.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807536.1:1:18794:1 REF	18749	0.61	0.78	0.64	0.80	0.85	0.60	0.77
KN807554.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807554.1:1:22771:1 REF	21475	1.00	0.83	0.88	1.00	0.88	1.00	0.76
KN807558.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807558.1:1:18722:1 REF	9181	0.95	1.00	0.79	0.62	0.38	0.95	1.00
KN807584.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807584.1:1:20481:1 REF	18522	0.84	0.95	0.55	0.83	0.90	0.86	0.75
KN807584.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807584.1:1:20481:1 REF	18574	0.90	0.88	0.90	0.91	0.95	0.89	0.81
KN807584.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807584.1:1:20481:1 REF	18577	0.87	0.88	0.91	0.82	0.73	0.95	0.83
KN807584.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807584.1:1:20481:1 REF	18590	0.90	0.88	0.95	0.95	0.84	0.89	0.86
KN807584.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807584.1:1:20481:1 REF	18612	0.79	0.79	0.97	0.90	0.94	0.79	0.89
KN807595.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807595.1:1:18251:1 REF	9142	0.79	0.90	1.00	0.89	1.00	0.83	1.00
KN807595.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807595.1:1:18251:1 REF	9171	0.87	0.90	1.00	0.85	0.99	0.97	1.00
KN807611.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807611.1:1:17994:1 REF	469	0.81	0.72	0.87	0.72	0.79	1.00	1.00
KN807611.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807611.1:1:17994:1 REF	490	0.79	0.70	0.87	0.79	0.77	0.67	1.00
KN807611.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807611.1:1:17994:1 REF	501	0.72	0.53	0.78	0.82	0.74	0.22	1.00
KN807617.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807617.1:1:18478:1 REF	7626	0.82	0.81	0.76	0.42	0.93	0.69	1.00
KN807628.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807628.1:1:17707:1 REF	8225	0.45	0.92	0.92	0.94	0.92	0.65	1.00
KN807690.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807690.1:1:19022:1 REF	14727	0.74	0.95	0.83	0.77	0.97	0.97	0.88
KN807700.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807700.1:1:17215:1 REF	11990	0.47	0.85	0.45	0.65	0.94	1.00	1.00
KN807700.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807700.1:1:17215:1 REF	11992	1.00	0.79	0.16	0.82	1.00	1.00	1.00
KN807700.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807700.1:1:17215:1 REF	11998	1.00	0.78	0.51	0.82	0.80	1.00	1.00
KN807700.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807700.1:1:17215:1 REF	12000	1.00	0.88	0.97	1.00	0.94	1.00	1.00
KN807700.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807700.1:1:17215:1 REF	12003	1.00	0.60	1.00	0.94	0.47	0.46	1.00
KN807700.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807700.1:1:17215:1 REF	12022	1.00	0.87	0.20	0.71	1.00	1.00	0.92
KN807705.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807705.1:1:19495:1 REF	8506	0.92	0.98	0.99	0.94	0.94	1.00	0.82
KN807705.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807705.1:1:19495:1 REF	8518	0.97	1.00	0.95	0.89	0.91	0.98	0.90
KN807711.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807711.1:1:17013:1 REF	2673	0.95	0.88	0.89	1.00	0.98	0.28	1.00
KN807711.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807711.1:1:17013:1 REF	2685	1.00	1.00	1.00	1.00	1.00	0.27	1.00
KN807718.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807718.1:1:16796:1 REF	11653	1.00	0.95	0.89	0.48	1.00	0.92	1.00
KN807718.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807718.1:1:16796:1 REF	11672	0.81	0.88	0.89	0.99	0.92	0.42	1.00
KN807718.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807718.1:1:16796:1 REF	11675	1.00	0.85	1.00	0.93	0.57	0.96	1.00
KN807718.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807718.1:1:16796:1 REF	11677	1.00	0.76	0.90	1.00	0.87	0.96	1.00
KN807718.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807718.1:1:16796:1 REF	11683	1.00	0.93	0.87	1.00	1.00	0.92	1.00
KN807718.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807718.1:1:16796:1 REF	11685	0.76	0.46	1.00	0.97	0.60	0.85	1.00
KN807718.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807718.1:1:16796:1 REF	11694	1.00	0.93	1.00	0.95	0.97	0.96	1.00
KN807725.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807725.1:1:16862:1 REF	4620	0.48	0.67	0.90	0.95	0.98	0.95	0.88
KN807725.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807725.1:1:16862:1 REF	4650	0.57	0.41	0.29	0.49	0.93	0.79	0.48
KN807749.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN807749.1:1:21218:1 REF	9845	0.89	0.83	0.99	0.94	0.97	0.97	1.00
